ccusto_duplicata,id_fornecedor,documento,parcela,valor_orig,valor_a_pagar,data_emissao,data_movimento,data_pgto,observacao,doc_origem
,123.0,PC0006568_01,1.0,-14037.4407,-14037.4407,2018-07-24,2018-07-25,2018-08-09 00:00:00,,NF_ENTRADA
,123.0,PC0006666_01,1.0,-1860.2817,-1860.2817,2018-08-25,2018-08-25,2018-09-09 00:00:00,,NF_ENTRADA
,123.0,PC0006624_01,1.0,-8474.6166,-8474.6166,2018-08-09,2018-08-09,2018-08-24 00:00:00,,NF_ENTRADA
,124.0,PC0004811_01,1.0,-1792.7589,-1792.7589,2017-02-02,2017-02-02,2017-02-17 00:00:00,,NF_ENTRADA
,124.0,PC0004826_01,1.0,-3187.1269,-3187.1269,2017-02-06,2017-02-06,2017-02-21 00:00:00,,NF_ENTRADA
,124.0,PC0004922_01,1.0,-174.5636,-174.5636,2017-03-08,2017-03-09,2017-03-24 00:00:00,,NF_ENTRADA
,124.0,PC0004952_01,1.0,-5644.2216,-5644.2216,2017-03-17,2017-03-17,2017-04-01 00:00:00,,NF_ENTRADA
,124.0,PC0005012_01,1.0,-3272.3927,-3272.3927,2017-04-03,2017-04-04,2017-04-19 00:00:00,,NF_ENTRADA
,124.0,PC0005081_01,1.0,-3405.9598,-3405.9598,2017-04-28,2017-04-29,2017-05-14 00:00:00,,NF_ENTRADA
,124.0,PC0005172_01,1.0,-2393.6666,-2393.6666,2017-05-24,2017-05-25,2017-06-09 00:00:00,,NF_ENTRADA
,124.0,PC0005131_01,1.0,-3590.4999,-3590.4999,2017-05-12,2017-05-12,2017-05-27 00:00:00,,NF_ENTRADA
,124.0,PC0005274_01,1.0,-4085.9482,-4085.9482,2017-06-28,2017-06-29,2017-07-14 00:00:00,,NF_ENTRADA
,124.0,PC0005217_01,1.0,-2723.9655,-2723.9655,2017-06-08,2017-06-08,2017-06-23 00:00:00,,NF_ENTRADA
,124.0,PC0005313_01,1.0,-1881.3937,-1881.3937,2017-07-08,2017-07-08,2017-07-23 00:00:00,,NF_ENTRADA
,124.0,PC0005308_01,1.0,-4389.9187,-4389.9187,2017-07-06,2017-07-06,2017-07-21 00:00:00,,NF_ENTRADA
,124.0,PC0005396_01,1.0,-3624.3797,-3624.3797,2017-08-02,2017-08-02,2017-08-17 00:00:00,,NF_ENTRADA
,124.0,PC0005397_01,1.0,-2038.7136,-2038.7136,2017-08-02,2017-08-02,2017-08-17 00:00:00,,NF_ENTRADA
,124.0,PC0005518_01,1.0,-685.9098,-685.9098,2017-09-07,2017-09-07,2017-09-22 00:00:00,,NF_ENTRADA
,124.0,PC0005501_01,1.0,-4590.3197,-4590.3197,2017-09-02,2017-09-02,2017-09-17 00:00:00,,NF_ENTRADA
,124.0,PC0005600_01,1.0,-8354.5783,-8354.5783,2017-10-02,2017-10-02,2017-10-17 00:00:00,,NF_ENTRADA
,124.0,PC0005607_01,1.0,-2220.8373,-2220.8373,2017-10-04,2017-10-04,2017-10-19 00:00:00,,NF_ENTRADA
,124.0,PC0005750_01,1.0,-10205.4633,-10205.4633,2017-11-17,2017-11-18,2017-12-03 00:00:00,,NF_ENTRADA
,124.0,PC0005725_01,1.0,-3401.8211,-3401.8211,2017-11-10,2017-11-10,2017-11-25 00:00:00,,NF_ENTRADA
,124.0,PC0005857_01,1.0,-5250.7326,-5250.7326,2017-12-20,2017-12-21,2018-01-05 00:00:00,,NF_ENTRADA
,124.0,PC0005809_01,1.0,-2704.9229,-2704.9229,2017-12-03,2017-12-04,2017-12-19 00:00:00,,NF_ENTRADA
,124.0,PC0005917_01,1.0,-6324.2929,-6324.2929,2018-01-09,2018-01-10,2018-01-25 00:00:00,,NF_ENTRADA
,124.0,PC0005937_01,1.0,-2841.349,-2841.349,2018-01-16,2018-01-16,2018-01-31 00:00:00,,NF_ENTRADA
,124.0,PC0006014_01,1.0,-119.5412,-119.5412,2018-02-07,2018-02-07,2018-02-22 00:00:00,,NF_ENTRADA
,124.0,PC0006032_01,1.0,-11834.5806,-11834.5806,2018-02-13,2018-02-13,2018-02-28 00:00:00,,NF_ENTRADA
,124.0,PC0006177_01,1.0,-5455.7999,-5455.7999,2018-03-28,2018-03-29,2018-04-13 00:00:00,,NF_ENTRADA
,124.0,PC0006172_01,1.0,-5678.4856,-5678.4856,2018-03-25,2018-03-25,2018-04-09 00:00:00,,NF_ENTRADA
,124.0,PC0006207_01,1.0,-3691.496,-3691.496,2018-04-04,2018-04-05,2018-04-20 00:00:00,,NF_ENTRADA
,124.0,PC0006223_01,1.0,-4698.2676,-4698.2676,2018-04-09,2018-04-10,2018-04-25 00:00:00,,NF_ENTRADA
,124.0,PC0006369_01,1.0,-4581.1305,-4581.1305,2018-05-24,2018-05-25,2018-06-09 00:00:00,,NF_ENTRADA
,124.0,PC0006357_01,1.0,-6072.6614,-6072.6614,2018-05-21,2018-05-22,2018-06-06 00:00:00,,NF_ENTRADA
,124.0,PC0006449_01,1.0,-6711.312,-6711.312,2018-06-18,2018-06-19,2018-07-04 00:00:00,,NF_ENTRADA
,124.0,PC0006411_01,1.0,-4859.9156,-4859.9156,2018-06-05,2018-06-05,2018-06-20 00:00:00,,NF_ENTRADA
,124.0,PC0006508_01,1.0,-4996.5063,-4996.5063,2018-07-04,2018-07-05,2018-07-20 00:00:00,,NF_ENTRADA
,124.0,PC0006572_01,1.0,-7190.0944,-7190.0944,2018-07-25,2018-07-26,2018-08-10 00:00:00,,NF_ENTRADA
,124.0,PC0006669_01,1.0,-1164.3985,-1164.3985,2018-08-26,2018-08-27,2018-09-11 00:00:00,,NF_ENTRADA
,124.0,PC0006664_01,1.0,-7792.5133,-7792.5133,2018-08-24,2018-08-24,2018-09-08 00:00:00,,NF_ENTRADA
,125.0,PC0004887_01,1.0,-3531.1918,-3531.1918,2017-02-27,2017-02-28,2017-03-15 00:00:00,,NF_ENTRADA
,125.0,PC0004843_01,1.0,-995.9772,-995.9772,2017-02-11,2017-02-11,2017-02-26 00:00:00,,NF_ENTRADA
,125.0,PC0004930_01,1.0,-2583.5406,-2583.5406,2017-03-10,2017-03-10,2017-03-25 00:00:00,,NF_ENTRADA
,125.0,PC0004943_01,1.0,-907.7305,-907.7305,2017-03-15,2017-03-15,2017-03-30 00:00:00,,NF_ENTRADA
,125.0,PC0005051_01,1.0,-1373.8325,-1373.8325,2017-04-17,2017-04-18,2017-05-03 00:00:00,,NF_ENTRADA
,125.0,PC0005084_01,1.0,-2919.3941,-2919.3941,2017-04-29,2017-04-29,2017-05-14 00:00:00,,NF_ENTRADA
,125.0,PC0005179_01,1.0,-736.5128,-736.5128,2017-05-28,2017-05-28,2017-06-12 00:00:00,,NF_ENTRADA
,125.0,PC0005167_01,1.0,-2946.0512,-2946.0512,2017-05-23,2017-05-24,2017-06-08 00:00:00,,NF_ENTRADA
,125.0,PC0005223_01,1.0,-921.9575,-921.9575,2017-06-09,2017-06-10,2017-06-25 00:00:00,,NF_ENTRADA
,125.0,PC0005214_01,1.0,-4840.2771,-4840.2771,2017-06-07,2017-06-07,2017-06-22 00:00:00,,NF_ENTRADA
,125.0,PC0005300_01,1.0,-2006.82,-2006.82,2017-07-04,2017-07-04,2017-07-19 00:00:00,,NF_ENTRADA
,125.0,PC0005325_01,1.0,-4264.4924,-4264.4924,2017-07-11,2017-07-11,2017-07-26 00:00:00,,NF_ENTRADA
,125.0,PC0005451_01,1.0,-1170.3726,-1170.3726,2017-08-18,2017-08-19,2017-09-03 00:00:00,,NF_ENTRADA
,125.0,PC0005441_01,1.0,-2605.0229,-2605.0229,2017-08-15,2017-08-15,2017-08-30 00:00:00,,NF_ENTRADA
,125.0,PC0005533_01,1.0,-2009.0259,-2009.0259,2017-09-12,2017-09-12,2017-09-27 00:00:00,,NF_ENTRADA
,125.0,PC0005576_01,1.0,-1643.7484,-1643.7484,2017-09-25,2017-09-25,2017-10-10 00:00:00,,NF_ENTRADA
,125.0,PC0005635_01,1.0,-528.7708,-528.7708,2017-10-13,2017-10-13,2017-10-28 00:00:00,,NF_ENTRADA
,125.0,PC0005613_01,1.0,-10046.6448,-10046.6448,2017-10-06,2017-10-07,2017-10-22 00:00:00,,NF_ENTRADA
,125.0,PC0005755_01,1.0,-4250.2753,-4250.2753,2017-11-18,2017-11-19,2017-12-04 00:00:00,,NF_ENTRADA
,125.0,PC0005734_01,1.0,-2953.5811,-2953.5811,2017-11-12,2017-11-13,2017-11-28 00:00:00,,NF_ENTRADA
,125.0,PC0005862_01,1.0,-4296.054,-4296.054,2017-12-22,2017-12-22,2018-01-06 00:00:00,,NF_ENTRADA
,125.0,PC0005811_01,1.0,-1670.6877,-1670.6877,2017-12-04,2017-12-05,2017-12-20 00:00:00,,NF_ENTRADA
,125.0,PC0005975_01,1.0,-916.5642,-916.5642,2018-01-26,2018-01-27,2018-02-11 00:00:00,,NF_ENTRADA
,125.0,PC0005966_01,1.0,-8249.0777,-8249.0777,2018-01-23,2018-01-23,2018-02-07 00:00:00,,NF_ENTRADA
,125.0,PC0006056_01,1.0,-4639.6935,-4639.6935,2018-02-21,2018-02-22,2018-03-09 00:00:00,,NF_ENTRADA
,125.0,PC0006042_01,1.0,-2084.5,-2084.5,2018-02-16,2018-02-16,2018-03-03 00:00:00,,NF_ENTRADA
,125.0,PC0006105_01,1.0,-4597.805,-4597.805,2018-03-03,2018-03-04,2018-03-19 00:00:00,,NF_ENTRADA
,125.0,PC0006178_01,1.0,-1296.8168,-1296.8168,2018-03-28,2018-03-28,2018-04-12 00:00:00,,NF_ENTRADA
,125.0,PC0006239_01,1.0,-854.2305,-854.2305,2018-04-14,2018-04-14,2018-04-29 00:00:00,,NF_ENTRADA
,125.0,PC0006258_01,1.0,-5247.4158,-5247.4158,2018-04-20,2018-04-20,2018-05-05 00:00:00,,NF_ENTRADA
,125.0,PC0006358_01,1.0,-2696.7411,-2696.7411,2018-05-21,2018-05-22,2018-06-06 00:00:00,,NF_ENTRADA
,125.0,PC0006370_01,1.0,-7291.1888,-7291.1888,2018-05-24,2018-05-24,2018-06-08 00:00:00,,NF_ENTRADA
,125.0,PC0006413_01,1.0,-5166.2128,-5166.2128,2018-06-06,2018-06-07,2018-06-22 00:00:00,,NF_ENTRADA
,125.0,PC0006454_01,1.0,-2321.0521,-2321.0521,2018-06-20,2018-06-21,2018-07-06 00:00:00,,NF_ENTRADA
,125.0,PC0006509_01,1.0,-837.8288,-837.8288,2018-07-04,2018-07-04,2018-07-19 00:00:00,,NF_ENTRADA
,125.0,PC0006540_01,1.0,-7540.4592,-7540.4592,2018-07-15,2018-07-15,2018-07-30 00:00:00,,NF_ENTRADA
,125.0,PC0006603_01,1.0,-4133.9593,-4133.9593,2018-08-04,2018-08-04,2018-08-19 00:00:00,,NF_ENTRADA
,125.0,PC0006675_01,1.0,-4133.9593,-4133.9593,2018-08-29,2018-08-29,2018-09-13 00:00:00,,NF_ENTRADA
,126.0,PC0004821_01,1.0,-3449.8355,-3449.8355,2017-02-05,2017-02-05,2017-02-20 00:00:00,,NF_ENTRADA
,126.0,PC0004844_01,1.0,-3330.8756,-3330.8756,2017-02-11,2017-02-12,2017-02-27 00:00:00,,NF_ENTRADA
,126.0,PC0004859_01,1.0,-2022.3173,-2022.3173,2017-02-18,2017-02-19,2017-03-06 00:00:00,,NF_ENTRADA
,126.0,PC0004883_01,1.0,-3092.9559,-3092.9559,2017-02-26,2017-02-26,2017-03-13 00:00:00,,NF_ENTRADA
,126.0,PC0004917_01,1.0,-915.3863,-915.3863,2017-03-06,2017-03-07,2017-03-22 00:00:00,,NF_ENTRADA
,126.0,PC0004936_01,1.0,-636.7905,-636.7905,2017-03-13,2017-03-14,2017-03-29 00:00:00,,NF_ENTRADA
,126.0,PC0004959_01,1.0,-875.5869,-875.5869,2017-03-20,2017-03-21,2017-04-05 00:00:00,,NF_ENTRADA
,126.0,PC0004985_01,1.0,-1552.1768,-1552.1768,2017-03-28,2017-03-28,2017-04-12 00:00:00,,NF_ENTRADA
,126.0,PC0005006_01,1.0,-3788.0549,-3788.0549,2017-04-02,2017-04-03,2017-04-18 00:00:00,,NF_ENTRADA
,126.0,PC0005027_01,1.0,-2399.1014,-2399.1014,2017-04-09,2017-04-10,2017-04-25 00:00:00,,NF_ENTRADA
,126.0,PC0005052_01,1.0,-2525.3699,-2525.3699,2017-04-17,2017-04-17,2017-05-02 00:00:00,,NF_ENTRADA
,126.0,PC0005070_01,1.0,-3914.3234,-3914.3234,2017-04-23,2017-04-24,2017-05-09 00:00:00,,NF_ENTRADA
,126.0,PC0005108_01,1.0,-2137.178,-2137.178,2017-05-03,2017-05-03,2017-05-18 00:00:00,,NF_ENTRADA
,126.0,PC0005125_01,1.0,-3108.6225,-3108.6225,2017-05-09,2017-05-10,2017-05-25 00:00:00,,NF_ENTRADA
,126.0,PC0005146_01,1.0,-2234.3224,-2234.3224,2017-05-16,2017-05-17,2017-06-01 00:00:00,,NF_ENTRADA
,126.0,PC0005173_01,1.0,-2234.3224,-2234.3224,2017-05-24,2017-05-24,2017-06-08 00:00:00,,NF_ENTRADA
,126.0,PC0005212_01,1.0,-7069.0813,-7069.0813,2017-06-06,2017-06-06,2017-06-21 00:00:00,,NF_ENTRADA
,126.0,PC0005232_01,1.0,-6362.1731,-6362.1731,2017-06-13,2017-06-13,2017-06-28 00:00:00,,NF_ENTRADA
,126.0,PC0005253_01,1.0,-4948.3569,-4948.3569,2017-06-20,2017-06-20,2017-07-05 00:00:00,,NF_ENTRADA
,126.0,PC0005270_01,1.0,-5183.9929,-5183.9929,2017-06-26,2017-06-27,2017-07-12 00:00:00,,NF_ENTRADA
,126.0,PC0005303_01,1.0,-4435.6418,-4435.6418,2017-07-05,2017-07-06,2017-07-21 00:00:00,,NF_ENTRADA
,126.0,PC0005329_01,1.0,-5174.9154,-5174.9154,2017-07-12,2017-07-13,2017-07-28 00:00:00,,NF_ENTRADA
,126.0,PC0005349_01,1.0,-4805.2786,-4805.2786,2017-07-20,2017-07-20,2017-08-04 00:00:00,,NF_ENTRADA
,126.0,PC0005372_01,1.0,-4066.005,-4066.005,2017-07-27,2017-07-27,2017-08-11 00:00:00,,NF_ENTRADA
,126.0,PC0005414_01,1.0,-1600.1787,-1600.1787,2017-08-07,2017-08-07,2017-08-22 00:00:00,,NF_ENTRADA
,126.0,PC0005437_01,1.0,-2273.9381,-2273.9381,2017-08-14,2017-08-14,2017-08-29 00:00:00,,NF_ENTRADA
,126.0,PC0005456_01,1.0,-2105.4983,-2105.4983,2017-08-20,2017-08-21,2017-09-05 00:00:00,,NF_ENTRADA
,126.0,PC0005480_01,1.0,-2442.378,-2442.378,2017-08-28,2017-08-28,2017-09-12 00:00:00,,NF_ENTRADA
,126.0,PC0005514_01,1.0,-767.3996,-767.3996,2017-09-06,2017-09-07,2017-09-22 00:00:00,,NF_ENTRADA
,126.0,PC0005535_01,1.0,-980.5662,-980.5662,2017-09-13,2017-09-14,2017-09-29 00:00:00,,NF_ENTRADA
,126.0,PC0005561_01,1.0,-1236.3661,-1236.3661,2017-09-21,2017-09-21,2017-10-06 00:00:00,,NF_ENTRADA
,126.0,PC0005583_01,1.0,-1278.9994,-1278.9994,2017-09-28,2017-09-28,2017-10-13 00:00:00,,NF_ENTRADA
,126.0,PC0005601_01,1.0,-2958.0195,-2958.0195,2017-10-02,2017-10-02,2017-10-17 00:00:00,,NF_ENTRADA
,126.0,PC0005619_01,1.0,-3697.5244,-3697.5244,2017-10-08,2017-10-09,2017-10-24 00:00:00,,NF_ENTRADA
,126.0,PC0005646_01,1.0,-2588.2671,-2588.2671,2017-10-15,2017-10-16,2017-10-31 00:00:00,,NF_ENTRADA
,126.0,PC0005669_01,1.0,-3081.2703,-3081.2703,2017-10-23,2017-10-23,2017-11-07 00:00:00,,NF_ENTRADA
,126.0,PC0005709_01,1.0,-4148.3005,-4148.3005,2017-11-04,2017-11-05,2017-11-20 00:00:00,,NF_ENTRADA
,126.0,PC0005735_01,1.0,-3988.7505,-3988.7505,2017-11-12,2017-11-12,2017-11-27 00:00:00,,NF_ENTRADA
,126.0,PC0005758_01,1.0,-3669.6505,-3669.6505,2017-11-19,2017-11-19,2017-12-04 00:00:00,,NF_ENTRADA
,126.0,PC0005777_01,1.0,-4148.3005,-4148.3005,2017-11-26,2017-11-26,2017-12-11 00:00:00,,NF_ENTRADA
,126.0,PC0005805_01,1.0,-512.7882,-512.7882,2017-12-02,2017-12-03,2017-12-18 00:00:00,,NF_ENTRADA
,126.0,PC0005829_01,1.0,-699.2566,-699.2566,2017-12-09,2017-12-10,2017-12-25 00:00:00,,NF_ENTRADA
,126.0,PC0005850_01,1.0,-675.9481,-675.9481,2017-12-16,2017-12-17,2018-01-01 00:00:00,,NF_ENTRADA
,126.0,PC0005872_01,1.0,-442.8625,-442.8625,2017-12-24,2017-12-24,2018-01-08 00:00:00,,NF_ENTRADA
,126.0,PC0005902_01,1.0,-1476.5937,-1476.5937,2018-01-04,2018-01-05,2018-01-20 00:00:00,,NF_ENTRADA
,126.0,PC0005925_01,1.0,-1646.9699,-1646.9699,2018-01-11,2018-01-12,2018-01-27 00:00:00,,NF_ENTRADA
,126.0,PC0005951_01,1.0,-1703.762,-1703.762,2018-01-19,2018-01-19,2018-02-03 00:00:00,,NF_ENTRADA
,126.0,PC0005976_01,1.0,-851.881,-851.881,2018-01-26,2018-01-26,2018-02-10 00:00:00,,NF_ENTRADA
,126.0,PC0006008_01,1.0,-3557.3842,-3557.3842,2018-02-04,2018-02-04,2018-02-19 00:00:00,,NF_ENTRADA
,126.0,PC0006027_01,1.0,-2159.8404,-2159.8404,2018-02-10,2018-02-11,2018-02-26 00:00:00,,NF_ENTRADA
,126.0,PC0006049_01,1.0,-3176.2359,-3176.2359,2018-02-18,2018-02-18,2018-03-05 00:00:00,,NF_ENTRADA
,126.0,PC0006069_01,1.0,-3811.4831,-3811.4831,2018-02-24,2018-02-25,2018-03-12 00:00:00,,NF_ENTRADA
,126.0,PC0006117_01,1.0,-1367.921,-1367.921,2018-03-06,2018-03-06,2018-03-21 00:00:00,,NF_ENTRADA
,126.0,PC0006135_01,1.0,-1481.9144,-1481.9144,2018-03-12,2018-03-13,2018-03-28 00:00:00,,NF_ENTRADA
,126.0,PC0006155_01,1.0,-1367.921,-1367.921,2018-03-19,2018-03-20,2018-04-04 00:00:00,,NF_ENTRADA
,126.0,PC0006175_01,1.0,-1481.9144,-1481.9144,2018-03-27,2018-03-27,2018-04-11 00:00:00,,NF_ENTRADA
,126.0,PC0006208_01,1.0,-2088.0696,-2088.0696,2018-04-04,2018-04-05,2018-04-20 00:00:00,,NF_ENTRADA
,126.0,PC0006231_01,1.0,-2436.0812,-2436.0812,2018-04-12,2018-04-12,2018-04-27 00:00:00,,NF_ENTRADA
,126.0,PC0006251_01,1.0,-2552.0851,-2552.0851,2018-04-18,2018-04-19,2018-05-04 00:00:00,,NF_ENTRADA
,126.0,PC0006273_01,1.0,-4524.1509,-4524.1509,2018-04-26,2018-04-26,2018-05-11 00:00:00,,NF_ENTRADA
,126.0,PC0006309_01,1.0,-1370.9591,-1370.9591,2018-05-05,2018-05-05,2018-05-20 00:00:00,,NF_ENTRADA
,126.0,PC0006329_01,1.0,-1109.824,-1109.824,2018-05-11,2018-05-12,2018-05-27 00:00:00,,NF_ENTRADA
,126.0,PC0006353_01,1.0,-2089.0805,-2089.0805,2018-05-18,2018-05-19,2018-06-03 00:00:00,,NF_ENTRADA
,126.0,PC0006377_01,1.0,-1958.5129,-1958.5129,2018-05-26,2018-05-26,2018-06-10 00:00:00,,NF_ENTRADA
,126.0,PC0006400_01,1.0,-143.8973,-143.8973,2018-06-02,2018-06-02,2018-06-17 00:00:00,,NF_ENTRADA
,126.0,PC0006421_01,1.0,-253.9364,-253.9364,2018-06-08,2018-06-09,2018-06-24 00:00:00,,NF_ENTRADA
,126.0,PC0006441_01,1.0,-152.3618,-152.3618,2018-06-15,2018-06-16,2018-07-01 00:00:00,,NF_ENTRADA
,126.0,PC0006467_01,1.0,-296.2591,-296.2591,2018-06-23,2018-06-23,2018-07-08 00:00:00,,NF_ENTRADA
,126.0,PC0006500_01,1.0,-3171.1556,-3171.1556,2018-07-02,2018-07-02,2018-07-17 00:00:00,,NF_ENTRADA
,126.0,PC0006522_01,1.0,-3699.6816,-3699.6816,2018-07-09,2018-07-09,2018-07-24 00:00:00,,NF_ENTRADA
,126.0,PC0006541_01,1.0,-2818.805,-2818.805,2018-07-15,2018-07-16,2018-07-31 00:00:00,,NF_ENTRADA
,126.0,PC0006561_01,1.0,-7927.8891,-7927.8891,2018-07-22,2018-07-23,2018-08-07 00:00:00,,NF_ENTRADA
,126.0,PC0006612_01,1.0,-1452.4151,-1452.4151,2018-08-06,2018-08-07,2018-08-22 00:00:00,,NF_ENTRADA
,126.0,PC0006637_01,1.0,-1404.0013,-1404.0013,2018-08-14,2018-08-14,2018-08-29 00:00:00,,NF_ENTRADA
,126.0,PC0006656_01,1.0,-1016.6906,-1016.6906,2018-08-21,2018-08-21,2018-09-05 00:00:00,,NF_ENTRADA
,126.0,PC0006672_01,1.0,-968.2767,-968.2767,2018-08-27,2018-08-28,2018-09-12 00:00:00,,NF_ENTRADA
,127.0,PC0004832_01,1.0,-2772.0,-2772.0,2017-02-07,2017-02-08,2017-02-23 00:00:00,,NF_ENTRADA
,127.0,PC0004888_01,1.0,-24714.0496,-24714.0496,2017-02-27,2017-02-28,2017-03-25 00:00:00,,NF_ENTRADA
,127.0,PC0004944_01,1.0,-2772.0,-2772.0,2017-03-15,2017-03-16,2017-03-31 00:00:00,,NF_ENTRADA
,127.0,PC0004965_01,1.0,-24714.0496,-24714.0496,2017-03-22,2017-03-28,2017-04-25 00:00:00,,NF_ENTRADA
,127.0,PC0005032_01,1.0,-2772.0,-2772.0,2017-04-10,2017-04-10,2017-04-25 00:00:00,,NF_ENTRADA
,127.0,PC0005017_01,1.0,-24714.0496,-24714.0496,2017-04-06,2017-04-28,2017-05-25 00:00:00,,NF_ENTRADA
,127.0,PC0005176_01,1.0,-2772.0,-2772.0,2017-05-26,2017-05-27,2017-06-11 00:00:00,,NF_ENTRADA
,127.0,PC0005133_01,1.0,-24714.0496,-24714.0496,2017-05-13,2017-05-28,2017-06-25 00:00:00,,NF_ENTRADA
,127.0,PC0005224_01,1.0,-2772.0,-2772.0,2017-06-10,2017-06-10,2017-06-25 00:00:00,,NF_ENTRADA
,127.0,PC0005197_01,1.0,-24714.0496,-24714.0496,2017-06-02,2017-06-28,2017-07-25 00:00:00,,NF_ENTRADA
,127.0,PC0005339_01,1.0,-2772.0,-2772.0,2017-07-17,2017-07-17,2017-08-01 00:00:00,,NF_ENTRADA
,127.0,PC0005309_01,1.0,-24714.0496,-24714.0496,2017-07-07,2017-07-28,2017-08-25 00:00:00,,NF_ENTRADA
,127.0,PC0005474_01,1.0,-2772.0,-2772.0,2017-08-25,2017-08-25,2017-09-09 00:00:00,,NF_ENTRADA
,127.0,PC0005412_01,1.0,-24714.0496,-24714.0496,2017-08-06,2017-08-28,2017-09-25 00:00:00,,NF_ENTRADA
,127.0,PC0005547_01,1.0,-2772.0,-2772.0,2017-09-17,2017-09-18,2017-10-03 00:00:00,,NF_ENTRADA
,127.0,PC0005536_01,1.0,-24714.0496,-24714.0496,2017-09-13,2017-09-28,2017-10-25 00:00:00,,NF_ENTRADA
,127.0,PC0005628_01,1.0,-2970.0,-2970.0,2017-10-11,2017-10-12,2017-10-27 00:00:00,,NF_ENTRADA
,127.0,PC0005629_01,1.0,-26479.3388,-26479.3388,2017-10-11,2017-10-28,2017-11-25 00:00:00,,NF_ENTRADA
,127.0,PC0005736_01,1.0,-2970.0,-2970.0,2017-11-12,2017-11-12,2017-11-27 00:00:00,,NF_ENTRADA
,127.0,PC0005715_01,1.0,-26479.3388,-26479.3388,2017-11-07,2017-11-28,2017-12-25 00:00:00,,NF_ENTRADA
,127.0,PC0005873_01,1.0,-2970.0,-2970.0,2017-12-24,2017-12-24,2018-01-08 00:00:00,,NF_ENTRADA
,127.0,PC0005877_01,1.0,-26479.3388,-26479.3388,2017-12-26,2017-12-28,2018-01-25 00:00:00,,NF_ENTRADA
,127.0,PC0005944_01,1.0,-2970.0,-2970.0,2018-01-18,2018-01-18,2018-02-02 00:00:00,,NF_ENTRADA
,127.0,PC0005968_01,1.0,-26479.3388,-26479.3388,2018-01-24,2018-01-28,2018-02-25 00:00:00,,NF_ENTRADA
,127.0,PC0006047_01,1.0,-2970.0,-2970.0,2018-02-17,2018-02-18,2018-03-05 00:00:00,,NF_ENTRADA
,127.0,PC0006043_01,1.0,-26479.3388,-26479.3388,2018-02-16,2018-02-28,2018-03-25 00:00:00,,NF_ENTRADA
,127.0,PC0006123_01,1.0,-2970.0,-2970.0,2018-03-09,2018-03-09,2018-03-24 00:00:00,,NF_ENTRADA
,127.0,PC0006160_01,1.0,-26479.3388,-26479.3388,2018-03-21,2018-03-28,2018-04-25 00:00:00,,NF_ENTRADA
,127.0,PC0006229_01,1.0,-2970.0,-2970.0,2018-04-11,2018-04-11,2018-04-26 00:00:00,,NF_ENTRADA
,127.0,PC0006224_01,1.0,-26479.3388,-26479.3388,2018-04-09,2018-04-28,2018-05-25 00:00:00,,NF_ENTRADA
,127.0,PC0006316_01,1.0,-2970.0,-2970.0,2018-05-08,2018-05-08,2018-05-23 00:00:00,,NF_ENTRADA
,127.0,PC0006338_01,1.0,-26479.3388,-26479.3388,2018-05-14,2018-05-28,2018-06-25 00:00:00,,NF_ENTRADA
,127.0,PC0006459_01,1.0,-2970.0,-2970.0,2018-06-21,2018-06-22,2018-07-07 00:00:00,,NF_ENTRADA
,127.0,PC0006422_01,1.0,-26479.3388,-26479.3388,2018-06-08,2018-06-28,2018-07-25 00:00:00,,NF_ENTRADA
,127.0,PC0006562_01,1.0,-2970.0,-2970.0,2018-07-22,2018-07-22,2018-08-06 00:00:00,,NF_ENTRADA
,127.0,PC0006535_01,1.0,-26479.3388,-26479.3388,2018-07-13,2018-07-28,2018-08-25 00:00:00,,NF_ENTRADA
,127.0,PC0006657_01,1.0,-2970.0,-2970.0,2018-08-21,2018-08-21,2018-09-05 00:00:00,,NF_ENTRADA
,127.0,PC0006658_01,1.0,-26479.3388,-26479.3388,2018-08-21,2018-08-28,2018-09-25 00:00:00,,NF_ENTRADA
,127.0,PC0004902_01,1.0,-8522.76,-8522.76,2017-02-28,2017-02-28,2017-03-15 00:00:00,,NF_ENTRADA
,127.0,PC0004986_01,1.0,-22007.27,-22007.27,2017-03-28,2017-03-28,2017-04-12 00:00:00,,NF_ENTRADA
,127.0,PC0005082_01,1.0,-23148.41,-23148.41,2017-04-28,2017-04-28,2017-05-13 00:00:00,,NF_ENTRADA
,127.0,PC0005180_01,1.0,-24266.27,-24266.27,2017-05-28,2017-05-28,2017-06-12 00:00:00,,NF_ENTRADA
,127.0,PC0005275_01,1.0,-2582.48,-2582.48,2017-06-28,2017-06-28,2017-07-13 00:00:00,,NF_ENTRADA
,127.0,PC0005375_01,1.0,-23310.33,-23310.33,2017-07-28,2017-07-28,2017-08-12 00:00:00,,NF_ENTRADA
,127.0,PC0005481_01,1.0,-16510.65,-16510.65,2017-08-28,2017-08-28,2017-09-12 00:00:00,,NF_ENTRADA
,127.0,PC0005584_01,1.0,-13835.52,-13835.52,2017-09-28,2017-09-28,2017-10-13 00:00:00,,NF_ENTRADA
,127.0,PC0005679_01,1.0,-40786.59,-40786.59,2017-10-28,2017-10-28,2017-11-12 00:00:00,,NF_ENTRADA
,127.0,PC0005780_01,1.0,-27833.84,-27833.84,2017-11-28,2017-11-28,2017-12-13 00:00:00,,NF_ENTRADA
,127.0,PC0005881_01,1.0,-28800.75,-28800.75,2017-12-28,2017-12-28,2018-01-12 00:00:00,,NF_ENTRADA
