ccusto_duplicata,documento,parcela,ajustes,id_motivo,descr_motivo,doc_origem
3.03.63,000004311_01,5.0,104.083,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004522_01,1.0,169.9831,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004399_01,3.0,248.2384,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004313_01,5.0,1449.1556,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004400_01,3.0,357.5809,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004227_01,8.0,182.4568,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004401_01,3.0,372.4621,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004483_01,2.0,916.0637,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004484_01,2.0,312.9787,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004315_01,5.0,546.0701,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004247_01,7.0,1794.7768,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004233_01,8.0,76.7662,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004485_01,2.0,875.2802,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004318_01,5.0,245.2029,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004402_01,3.0,630.3536,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004486_01,2.0,522.3919,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004234_01,8.0,184.5791,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004555_01,1.0,416.8524,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004405_01,3.0,365.483,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004487_01,2.0,318.3076,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004523_01,1.0,110.8509,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004406_01,3.0,184.6575,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004407_01,3.0,503.2416,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004408_01,3.0,607.1675,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004525_01,1.0,620.2173,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004489_01,2.0,83.6496,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004321_01,5.0,426.2651,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004351_01,4.0,51.4862,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004409_01,3.0,208.3691,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004410_01,3.0,110.7524,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004411_01,9.0,323.5046,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004564_01,1.0,139.0326,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004492_01,2.0,268.3325,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004493_01,2.0,234.4784,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004414_01,3.0,1119.7893,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004494_01,2.0,436.8974,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004419_01,3.0,122.572,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004526_01,1.0,142.8812,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004495_01,2.0,143.4428,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004496_01,2.0,700.522,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004421_01,3.0,292.7256,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004422_01,3.0,340.7733,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004528_01,1.0,328.2284,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004260_01,7.0,932.0135,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004423_01,3.0,73.1101,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004529_01,1.0,228.4069,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004530_01,1.0,203.1008,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004261_01,7.0,56.065,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004570_01,1.0,145.0393,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004571_01,1.0,383.87,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004424_01,3.0,377.8865,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004499_01,2.0,1163.9259,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004425_01,3.0,204.6579,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004426_01,3.0,657.3435,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004427_01,3.0,393.9865,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004500_01,2.0,395.9306,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004429_01,3.0,215.5042,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004574_01,1.0,404.7399,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004430_01,3.0,349.1789,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004328_01,5.0,383.0444,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004329_01,5.0,228.1967,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004431_01,3.0,130.9474,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004356_01,4.0,514.3485,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004432_01,3.0,430.9076,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004357_01,4.0,339.8054,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004502_01,2.0,235.616,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004576_01,1.0,205.5368,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004531_01,1.0,456.6733,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004503_01,2.0,108.4477,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004435_01,5.0,1667.9867,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004435_01,6.0,1667.9867,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004358_01,4.0,262.372,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004436_01,3.0,555.9756,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004532_01,1.0,531.4918,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004533_01,1.0,97.5626,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004505_01,2.0,587.7036,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004294_01,6.0,136.7844,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004359_01,4.0,111.0239,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004579_01,1.0,191.7215,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004580_01,1.0,147.538,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004295_01,6.0,99.6063,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004437_01,3.0,601.4478,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004582_01,1.0,718.9781,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004583_01,1.0,377.5508,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004535_01,1.0,308.0016,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004536_01,1.0,549.3812,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004273_01,7.0,377.3071,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004441_01,3.0,197.1155,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004537_01,1.0,222.5658,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004507_01,2.0,43.7515,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004538_01,1.0,1371.2305,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004509_01,2.0,427.8668,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004364_01,4.0,728.735,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004539_01,1.0,284.9205,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004276_01,7.0,400.7335,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004585_01,1.0,324.7243,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004443_01,3.0,230.1922,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004444_01,3.0,342.5835,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004331_01,5.0,621.8059,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004586_01,1.0,253.9237,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004587_01,1.0,281.6327,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004447_01,3.0,227.9596,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004540_01,19.0,174.6646,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004448_01,3.0,561.1276,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004366_01,5.0,324.9411,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004368_01,4.0,262.6891,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004451_01,3.0,153.9719,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004452_01,3.0,296.0882,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004201_01,9.0,342.4334,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004594_01,1.0,230.2008,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004542_01,1.0,291.9589,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004454_01,3.0,315.0435,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004543_01,1.0,335.0251,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004455_01,3.0,365.5077,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004456_01,3.0,274.0048,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004459_01,3.0,115.575,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004334_01,6.0,530.3347,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004375_01,4.0,226.9176,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004376_01,4.0,277.9509,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004460_01,3.0,516.589,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004544_01,1.0,196.9382,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004463_01,3.0,215.8052,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004377_01,4.0,538.5229,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004335_01,5.0,174.6723,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004336_01,5.0,286.9078,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004464_01,3.0,223.2934,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004545_01,1.0,566.9424,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004303_01,6.0,149.4095,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004304_01,6.0,326.7966,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004465_01,3.0,256.0677,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004600_01,1.0,204.6295,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004467_01,3.0,115.5747,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004339_01,5.0,89.5074,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004381_01,4.0,395.4813,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004208_01,9.0,413.3478,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004546_01,1.0,201.32,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004340_01,5.0,451.416,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004547_01,1.0,565.1098,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004342_01,5.0,427.886,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004382_01,4.0,273.4634,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004548_01,1.0,4144.1279,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004472_01,3.0,307.7744,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004549_01,1.0,285.1552,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004383_01,4.0,282.4333,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004550_01,1.0,167.9379,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004285_01,7.0,1685.9999,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004551_01,1.0,167.8184,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004608_01,1.0,173.697,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004609_01,1.0,115.6766,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004610_01,1.0,548.2112,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004475_01,3.0,888.9574,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004476_01,3.0,154.1062,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004289_01,7.0,467.716,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004518_01,2.0,120.5374,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004305_01,6.0,444.3517,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004386_01,4.0,207.5743,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004219_01,9.0,539.2608,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004218_01,9.0,665.3123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004519_01,2.0,611.7714,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004390_01,4.0,391.4622,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004346_01,5.0,609.5824,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004478_01,3.0,702.0351,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004306_01,6.0,676.9469,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004615_01,1.0,288.4665,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004521_01,2.0,1313.4957,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004553_01,1.0,109.7952,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004479_01,3.0,366.6673,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004307_01,6.0,136.3406,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004480_01,3.0,1172.3171,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004394_01,4.0,545.592,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004395_01,4.0,493.0076,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004308_01,6.0,278.9661,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004347_01,5.0,132.3686,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004619_01,1.0,134.9455,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004620_01,1.0,120.1346,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004621_01,1.0,726.5287,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004622_01,1.0,154.0711,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004309_01,6.0,546.2636,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004310_01,6.0,320.2554,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004311_01,6.0,104.083,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004399_01,4.0,248.2384,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004313_01,6.0,1449.1556,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004400_01,4.0,357.5809,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004554_01,1.0,136.4413,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004227_01,9.0,182.4568,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004401_01,4.0,372.4621,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004483_01,3.0,916.0637,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004484_01,3.0,312.9787,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004315_01,6.0,546.0701,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004247_01,8.0,1794.7768,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004233_01,9.0,76.7662,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004485_01,3.0,875.2802,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004318_01,6.0,245.2029,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004402_01,4.0,630.3536,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004486_01,3.0,522.3919,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004234_01,9.0,184.5791,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004487_01,3.0,318.3076,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004556_01,1.0,194.9344,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004523_01,2.0,110.8509,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004406_01,4.0,184.6575,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004407_01,4.0,503.2416,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004408_01,4.0,607.1675,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004557_01,1.0,1412.2089,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004558_01,1.0,130.8608,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004559_01,1.0,595.2871,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004525_01,2.0,620.2173,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004560_01,1.0,308.7346,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004561_01,1.0,638.2407,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004562_01,1.0,172.3459,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004489_01,3.0,83.6496,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004563_01,1.0,240.4539,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004351_01,5.0,51.4862,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004409_01,4.0,208.3691,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004410_01,4.0,110.7524,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004633_01,1.0,201.2196,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004634_01,1.0,269.4883,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004565_01,1.0,539.7818,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004492_01,3.0,268.3325,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004493_01,3.0,234.4784,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004414_01,4.0,1119.7893,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004566_01,1.0,214.9622,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004567_01,1.0,246.576,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004494_01,3.0,436.8974,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004419_01,4.0,122.572,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004526_01,2.0,142.8812,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004495_01,3.0,143.4428,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004496_01,3.0,700.522,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004421_01,4.0,292.7256,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004422_01,4.0,340.7733,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004528_01,2.0,328.2284,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004260_01,8.0,932.0135,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004568_01,1.0,87.8533,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004423_01,4.0,73.1101,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004529_01,2.0,228.4069,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004569_01,1.0,153.3157,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004530_01,2.0,203.1008,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004261_01,8.0,56.065,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004643_01,1.0,115.5596,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004644_01,1.0,496.8266,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004645_01,1.0,164.3425,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004424_01,4.0,377.8865,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004572_01,1.0,597.6255,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004499_01,3.0,1163.9259,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004425_01,4.0,204.6579,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004426_01,4.0,657.3435,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004427_01,4.0,393.9865,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004573_01,1.0,436.043,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004500_01,3.0,395.9306,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004429_01,4.0,215.5042,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004430_01,4.0,349.1789,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004328_01,6.0,383.0444,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004329_01,6.0,228.1967,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004431_01,4.0,130.9474,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004649_01,1.0,377.864,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004356_01,5.0,514.3485,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004432_01,4.0,430.9076,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004357_01,5.0,339.8054,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004575_01,1.0,181.5518,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004502_01,3.0,235.616,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004531_01,2.0,456.6733,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004503_01,3.0,108.4477,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004577_01,1.0,261.7217,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004435_01,7.0,1667.9867,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004435_01,8.0,1667.9867,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004358_01,5.0,262.372,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004578_01,1.0,182.3721,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004532_01,2.0,531.4918,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004533_01,2.0,97.5626,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004505_01,3.0,587.7036,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004294_01,7.0,136.7844,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004359_01,5.0,111.0239,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004295_01,7.0,99.6063,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004437_01,4.0,601.4478,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004581_01,1.0,430.1545,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004535_01,2.0,308.0016,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004536_01,2.0,549.3812,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004273_01,8.0,377.3071,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004441_01,4.0,197.1155,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004537_01,2.0,222.5658,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004507_01,3.0,43.7515,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004538_01,2.0,1371.2305,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004584_01,1.0,1662.994,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004509_01,3.0,427.8668,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004364_01,5.0,728.735,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004539_01,2.0,284.9205,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004443_01,4.0,230.1922,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004657_01,1.0,373.857,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004444_01,4.0,342.5835,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004331_01,6.0,621.8059,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004588_01,1.0,246.685,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004447_01,4.0,227.9596,4.0,Juros Parcelamento Vendas,NF_SAIDA
