id_cliente,descr_cliente,id_grupo_contabil,grupo_contabil,uf,cidade,latitude,longitude,regiao,data_cadestro
1015,Cliente Vendas Prod. 1015,3.01.01,Vendas de Produtos,BA,BA_senhor do bonfim,-10.4623416,-40.183767,Sul,2017-06-28 15:44:13
1016,Cliente Vendas Prod. 1016,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sul,2017-06-29 13:04:11
1017,Cliente Vendas Prod. 1017,3.01.01,Vendas de Produtos,ES,ES_vila velha,-20.359658,-40.3102169,Sudeste,2017-06-30 02:50:32
1018,Cliente Vendas Prod. 1018,3.01.01,Vendas de Produtos,GO,GO_goiania,-16.6845866,-49.2744805,Sudeste,2017-07-01 04:50:20
1019,Cliente Vendas Prod. 1019,3.01.01,Vendas de Produtos,MG,MG_ipatinga,-19.4697787,-42.5532918,Nordeste,2017-07-01 09:55:11
1020,Cliente Vendas Prod. 1020,3.01.01,Vendas de Produtos,SC,SC_canoinhas,-26.1784297,-50.3917292,Sudeste,2017-07-01 14:43:45
1021,Cliente Vendas Prod. 1021,3.01.01,Vendas de Produtos,CE,CE_itapage,-3.6862129,-39.5840247,Sudeste,2017-07-02 16:03:26
1022,Cliente Vendas Prod. 1022,3.01.01,Vendas de Produtos,GO,GO_valparaiso de goias,-16.0700547,-47.9872374,Sudeste,2017-07-03 09:55:16
1023,Cliente Vendas Prod. 1023,3.01.01,Vendas de Produtos,SP,SP_santo andre,-23.6600311,-46.5219659,Sudeste,2017-07-04 07:30:08
1024,Cliente Vendas Prod. 1024,3.01.01,Vendas de Produtos,SP,SP_sao jose do rio preto,-20.8096411,-49.379645,Sudeste,2017-07-05 17:42:58
1025,Cliente Vendas Prod. 1025,3.01.01,Vendas de Produtos,SP,SP_hortolandia,-22.8837276,-47.2048364,Sudeste,2017-07-05 17:43:57
1026,Cliente Vendas Prod. 1026,3.01.01,Vendas de Produtos,BA,BA_salvador,-12.9626546,-38.461683,Sudeste,2017-07-06 06:43:48
1027,Cliente Vendas Prod. 1027,3.01.01,Vendas de Produtos,RJ,RJ_nilopolis,-22.8097905,-43.4182227,Sul,2017-07-06 07:15:24
1028,Cliente Vendas Prod. 1028,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Centro-Oeste,2017-07-06 08:55:11
1029,Cliente Vendas Prod. 1029,3.01.01,Vendas de Produtos,SP,SP_itanhaem,-24.1831674,-46.8020876,Sudeste,2017-07-06 14:23:40
1030,Cliente Vendas Prod. 1030,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-07 02:44:22
1031,Cliente Vendas Prod. 1031,3.01.01,Vendas de Produtos,MA,MA_imperatriz,-5.5193781,-47.4772912,Sudeste,2017-07-07 02:45:19
1033,Cliente Vendas Prod. 1033,3.01.01,Vendas de Produtos,MG,MG_leopoldina,-21.5301643,-42.6408986,Sudeste,2017-07-07 11:35:08
1034,Cliente Vendas Prod. 1034,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-07 16:23:47
1035,Cliente Vendas Prod. 1035,3.01.01,Vendas de Produtos,SP,SP_sumare,-22.8203749,-47.2318262,Sudeste,2017-07-07 17:45:13
1036,Cliente Vendas Prod. 1036,3.01.01,Vendas de Produtos,GO,GO_jatai,-17.8833959,-51.7233302,Sudeste,2017-07-08 06:45:14
1037,Cliente Vendas Prod. 1037,3.01.01,Vendas de Produtos,RJ,RJ_sao goncalo,-22.82803,-43.0275321,Nordeste,2017-07-08 18:45:13
1038,Cliente Vendas Prod. 1038,3.01.01,Vendas de Produtos,BA,BA_sao miguel das matas,-13.0470908,-39.4540795,Sudeste,2017-07-08 20:45:15
1039,Cliente Vendas Prod. 1039,3.01.01,Vendas de Produtos,PA,PA_ananindeua,-1.3664682,-48.401416,Sul,2017-07-09 10:10:19
1041,Cliente Vendas Prod. 1041,3.01.01,Vendas de Produtos,CE,CE_sobral,-3.6865664,-40.3531118,Nordeste,2017-07-09 13:35:11
1042,Cliente Vendas Prod. 1042,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-07-09 15:15:17
1043,Cliente Vendas Prod. 1043,3.01.01,Vendas de Produtos,SP,SP_bebedouro,-20.9438878,-48.4860917,Sudeste,2017-07-10 16:43:56
1044,Cliente Vendas Prod. 1044,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-10 17:15:19
1045,Cliente Vendas Prod. 1045,3.01.01,Vendas de Produtos,BA,BA_salvador,-12.9626546,-38.461683,Sudeste,2017-07-11 04:04:06
1046,Cliente Vendas Prod. 1046,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Centro-Oeste,2017-07-11 11:45:21
1047,Cliente Vendas Prod. 1047,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Nordeste,2017-07-11 18:50:15
1048,Cliente Vendas Prod. 1048,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Nordeste,2017-07-11 23:50:20
1049,Cliente Vendas Prod. 1049,3.01.01,Vendas de Produtos,RS,RS_lajeado,-29.4556791,-51.9703754,Nordeste,2017-07-12 00:25:14
1050,Cliente Vendas Prod. 1050,3.01.01,Vendas de Produtos,SP,SP_sumare,-22.8203749,-47.2318262,Sul,2017-07-13 20:05:17
1051,Cliente Vendas Prod. 1051,3.01.01,Vendas de Produtos,SP,SP_ourinhos,-22.9789224,-49.8735548,Nordeste,2017-07-13 21:15:32
1052,Cliente Vendas Prod. 1052,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-13 22:45:07
1053,Cliente Vendas Prod. 1053,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Nordeste,2017-07-14 02:15:23
1054,Cliente Vendas Prod. 1054,3.01.01,Vendas de Produtos,SP,SP_santos,-23.9625232,-46.3278035,Sudeste,2017-07-14 02:24:58
1055,Cliente Vendas Prod. 1055,3.01.01,Vendas de Produtos,PR,PR_arapoti,-24.1425975,-49.8223672,Sudeste,2017-07-14 20:05:22
1057,Cliente Vendas Prod. 1057,3.01.01,Vendas de Produtos,SP,SP_pedro de toledo,-24.279034,-47.2357618,Sul,2017-07-15 03:34:23
1058,Cliente Vendas Prod. 1058,3.01.01,Vendas de Produtos,RS,RS_porto alegre,-30.0492523,-51.1885815,Sul,2017-07-15 03:34:37
1059,Cliente Vendas Prod. 1059,3.01.01,Vendas de Produtos,PR,PR_toledo,-24.7288499,-53.7394838,Sudeste,2017-07-15 03:35:20
1061,Cliente Vendas Prod. 1061,3.01.01,Vendas de Produtos,RJ,RJ_duque de caxias,-22.714738,-43.2894301,Sudeste,2017-07-15 15:25:21
1062,Cliente Vendas Prod. 1062,3.01.01,Vendas de Produtos,BA,BA_salvador,-12.9626546,-38.461683,Sudeste,2017-07-15 16:10:22
1063,Cliente Vendas Prod. 1063,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Sudeste,2017-07-15 17:43:46
1064,Cliente Vendas Prod. 1064,3.01.01,Vendas de Produtos,PI,PI_teresina,-5.0826619,-42.7905688,Sudeste,2017-07-16 02:43:19
1065,Cliente Vendas Prod. 1065,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Sudeste,2017-07-16 09:55:14
1067,Cliente Vendas Prod. 1067,3.01.01,Vendas de Produtos,BA,BA_nazare,-13.0240963,-39.0037256,Sul,2017-07-16 18:23:00
1068,Cliente Vendas Prod. 1068,3.01.01,Vendas de Produtos,SP,SP_sumare,-22.8203749,-47.2318262,Nordeste,2017-07-17 08:30:45
1069,Cliente Vendas Prod. 1069,3.01.01,Vendas de Produtos,BA,BA_salvador,-12.9626546,-38.461683,Sudeste,2017-07-17 13:45:16
1070,Cliente Vendas Prod. 1070,3.01.01,Vendas de Produtos,SP,SP_caieiras,-23.3651353,-46.7356648,Sul,2017-07-17 14:15:21
1071,Cliente Vendas Prod. 1071,3.01.01,Vendas de Produtos,SP,SP_santos,-23.9625232,-46.3278035,Sul,2017-07-17 14:45:26
1073,Cliente Vendas Prod. 1073,3.01.01,Vendas de Produtos,MG,MG_santos dumont,-21.4598312,-43.5522614,Sudeste,2017-07-17 15:35:09
1074,Cliente Vendas Prod. 1074,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-18 00:30:15
1075,Cliente Vendas Prod. 1075,3.01.01,Vendas de Produtos,RJ,RJ_sao goncalo,-22.82803,-43.0275321,Centro-Oeste,2017-07-18 08:45:12
1076,Cliente Vendas Prod. 1076,3.01.01,Vendas de Produtos,MG,MG_carmo da mata,-20.5596681,-44.8691729,Sudeste,2017-07-18 13:45:17
1077,Cliente Vendas Prod. 1077,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-18 16:15:29
1078,Cliente Vendas Prod. 1078,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Sudeste,2017-07-18 19:55:20
1079,Cliente Vendas Prod. 1079,3.01.01,Vendas de Produtos,SP,SP_mogi das cruzes,-23.5304016,-46.193888,Sul,2017-07-18 23:25:20
1080,Cliente Vendas Prod. 1080,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-19 12:50:15
1084,Cliente Vendas Prod. 1084,3.01.01,Vendas de Produtos,SP,SP_pederneiras,-22.3480131,-48.7844957,Sul,2017-07-19 13:50:21
1085,Cliente Vendas Prod. 1085,3.01.01,Vendas de Produtos,BA,BA_salvador,-12.9626546,-38.461683,Sudeste,2017-07-20 17:45:20
1086,Cliente Vendas Prod. 1086,3.01.01,Vendas de Produtos,SP,SP_boituva,-23.2874269,-47.6705861,Centro-Oeste,2017-07-21 06:43:14
1087,Cliente Vendas Prod. 1087,3.01.01,Vendas de Produtos,CE,CE_juazeiro do norte,-7.2225495,-39.3161107,Sudeste,2017-07-22 02:23:25
1088,Cliente Vendas Prod. 1088,3.01.01,Vendas de Produtos,SP,SP_paulinia,-22.7652325,-47.1585727,Nordeste,2017-07-22 06:42:42
1089,Cliente Vendas Prod. 1089,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sul,2017-07-22 14:10:18
1090,Cliente Vendas Prod. 1090,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Centro-Oeste,2017-07-22 22:30:11
1091,Cliente Vendas Prod. 1091,3.01.01,Vendas de Produtos,SP,SP_franca,-20.5340568,-47.3984366,Sudeste,2017-07-24 10:05:54
1092,Cliente Vendas Prod. 1092,3.01.01,Vendas de Produtos,SP,SP_lorena,-22.7372001,-45.1155531,Sudeste,2017-07-24 17:05:18
1093,Cliente Vendas Prod. 1093,3.01.01,Vendas de Produtos,BA,BA_bom jesus da lapa,-13.256014,-43.4098758,Nordeste,2017-07-24 20:03:32
1094,Cliente Vendas Prod. 1094,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-07-24 20:42:57
1095,Cliente Vendas Prod. 1095,3.01.01,Vendas de Produtos,PE,PE_recife,-8.0681389,-34.9136321,Sudeste,2017-07-25 13:25:19
1096,Cliente Vendas Prod. 1096,3.01.01,Vendas de Produtos,SP,SP_bauru,-22.3266828,-49.0666825,Sudeste,2017-07-25 21:55:19
1097,Cliente Vendas Prod. 1097,3.01.01,Vendas de Produtos,SC,SC_jacinto machado,-28.999085,-49.7617564,Sudeste,2017-07-26 02:23:18
1098,Cliente Vendas Prod. 1098,3.01.01,Vendas de Produtos,SP,SP_sao jose do rio preto,-20.8096411,-49.379645,Sudeste,2017-07-26 02:25:30
1102,Cliente Vendas Prod. 1102,3.01.01,Vendas de Produtos,RS,RS_sao luiz gonzaga,-28.405492,-54.9577063,Sudeste,2017-07-26 19:10:14
1103,Cliente Vendas Prod. 1103,3.01.01,Vendas de Produtos,SP,SP_poa,-23.526764,-46.3470194,Sudeste,2017-07-26 21:05:10
1105,Cliente Vendas Prod. 1105,3.01.01,Vendas de Produtos,MG,MG_santa barbara,-19.9615017,-43.4101402,Sul,2017-07-27 10:10:08
1106,Cliente Vendas Prod. 1106,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-07-27 16:03:24
1107,Cliente Vendas Prod. 1107,3.01.01,Vendas de Produtos,PA,PA_belem,-1.4182009,-48.4695107,Sudeste,2017-07-27 19:05:18
1109,Cliente Vendas Prod. 1109,3.01.01,Vendas de Produtos,SP,SP_santo andre,-23.6600311,-46.5219659,Sudeste,2017-07-27 22:55:19
1110,Cliente Vendas Prod. 1110,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-07-28 08:45:22
1111,Cliente Vendas Prod. 1111,3.01.01,Vendas de Produtos,RJ,RJ_niteroi,-22.8939271,-43.0863353,Norte,2017-07-28 09:50:15
1112,Cliente Vendas Prod. 1112,3.01.01,Vendas de Produtos,GO,GO_ipameri,-17.7087821,-48.1503398,Sudeste,2017-07-28 10:43:47
1113,Cliente Vendas Prod. 1113,3.01.01,Vendas de Produtos,RS,RS_porto alegre,-30.0492523,-51.1885815,Sudeste,2017-07-28 16:15:19
1116,Cliente Vendas Prod. 1116,3.01.01,Vendas de Produtos,RJ,RJ_niteroi,-22.8939271,-43.0863353,Sudeste,2017-07-28 20:43:31
1118,Cliente Vendas Prod. 1118,3.01.01,Vendas de Produtos,SP,SP_sorocaba,-23.4853462,-47.46445,Sudeste,2017-07-29 12:05:32
1119,Cliente Vendas Prod. 1119,3.01.01,Vendas de Produtos,SP,SP_limeira,-22.573479,-47.4084792,Sudeste,2017-07-29 12:45:10
1120,Cliente Vendas Prod. 1120,3.01.01,Vendas de Produtos,RS,RS_porto alegre,-30.0492523,-51.1885815,Sudeste,2017-07-29 22:23:34
1121,Cliente Vendas Prod. 1121,3.01.01,Vendas de Produtos,SP,SP_atibaia,-23.1231345,-46.560482,Sul,2017-07-30 18:23:02
1122,Cliente Vendas Prod. 1122,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-07-30 23:40:15
1123,Cliente Vendas Prod. 1123,3.01.01,Vendas de Produtos,SC,SC_biguacu,-27.5048701,-48.6497106,Sul,2017-07-31 12:50:22
1124,Cliente Vendas Prod. 1124,3.01.01,Vendas de Produtos,RS,RS_pelotas,-31.7512688,-52.3373624,Norte,2017-07-31 17:03:32
1125,Cliente Vendas Prod. 1125,3.01.01,Vendas de Produtos,SC,SC_braco do norte,-28.2738931,-49.1651865,Sudeste,2017-08-01 00:43:17
1126,Cliente Vendas Prod. 1126,3.01.01,Vendas de Produtos,MG,MG_extrema,-22.8554782,-46.3195013,Sudeste,2017-08-02 02:34:32
1127,Cliente Vendas Prod. 1127,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sul,2017-08-02 02:37:17
1128,Cliente Vendas Prod. 1128,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-08-02 16:55:12
1129,Cliente Vendas Prod. 1129,3.01.01,Vendas de Produtos,RS,RS_santa maria,-29.69474,-53.8020664,Sudeste,2017-08-03 03:05:47
1130,Cliente Vendas Prod. 1130,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-08-03 13:35:37
1131,Cliente Vendas Prod. 1131,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-08-04 10:15:32
1133,Cliente Vendas Prod. 1133,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-08-04 20:25:14
1134,Cliente Vendas Prod. 1134,3.01.01,Vendas de Produtos,RJ,RJ_niteroi,-22.8939271,-43.0863353,Sudeste,2017-08-04 21:15:15
1135,Cliente Vendas Prod. 1135,3.01.01,Vendas de Produtos,SP,SP_sao bernardo do campo,-23.7076263,-46.5638687,Sudeste,2017-08-06 17:10:18
1137,Cliente Vendas Prod. 1137,3.01.01,Vendas de Produtos,MG,MG_barao de cocais,-19.9349216,-43.4807232,Sudeste,2017-08-07 13:23:28
1139,Cliente Vendas Prod. 1139,3.01.01,Vendas de Produtos,BA,BA_caetite,-14.0639224,-42.487506,Sudeste,2017-08-07 15:10:18
1140,Cliente Vendas Prod. 1140,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Sul,2017-08-07 17:23:07
1141,Cliente Vendas Prod. 1141,3.01.01,Vendas de Produtos,MG,MG_grupiara,-18.4972904,-47.7229317,Nordeste,2017-08-08 04:15:23
1142,Cliente Vendas Prod. 1142,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Nordeste,2017-08-09 16:03:53
1145,Cliente Vendas Prod. 1145,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Centro-Oeste,2017-08-09 19:24:39
1146,Cliente Vendas Prod. 1146,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-08-10 13:25:18
1148,Cliente Vendas Prod. 1148,3.01.01,Vendas de Produtos,MG,MG_contagem,-19.9190394,-44.0578851,Sudeste,2017-08-10 17:30:14
1149,Cliente Vendas Prod. 1149,3.01.01,Vendas de Produtos,RS,RS_carazinho,-28.2912446,-52.7902558,Sul,2017-08-11 13:05:08
1150,Cliente Vendas Prod. 1150,3.01.01,Vendas de Produtos,MG,MG_cantagalo,-18.5305429,-42.6228749,Sudeste,2017-08-12 02:51:06
1151,Cliente Vendas Prod. 1151,3.01.01,Vendas de Produtos,RS,RS_pelotas,-31.7512688,-52.3373624,Sudeste,2017-08-12 22:03:53
1152,Cliente Vendas Prod. 1152,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-08-13 11:30:17
1153,Cliente Vendas Prod. 1153,3.01.01,Vendas de Produtos,RJ,RJ_resende,-22.4712231,-44.4608204,Nordeste,2017-08-13 17:46:12
1154,Cliente Vendas Prod. 1154,3.01.01,Vendas de Produtos,ES,ES_sao mateus,-18.7223656,-39.8447952,Sudeste,2017-08-14 17:30:15
1155,Cliente Vendas Prod. 1155,3.01.01,Vendas de Produtos,SP,SP_santos,-23.9625232,-46.3278035,Sudeste,2017-08-14 19:44:21
1156,Cliente Vendas Prod. 1156,3.01.01,Vendas de Produtos,SP,SP_garca,-22.2112321,-49.6581917,Sudeste,2017-08-15 14:44:23
1159,Cliente Vendas Prod. 1159,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Nordeste,2017-08-15 19:24:40
1160,Cliente Vendas Prod. 1160,3.01.01,Vendas de Produtos,GO,GO_catalao,-18.1674957,-47.9437004,Sudeste,2017-08-15 23:45:13
1161,Cliente Vendas Prod. 1161,3.01.01,Vendas de Produtos,ES,ES_vila velha,-20.359658,-40.3102169,Sudeste,2017-08-16 03:30:12
1162,Cliente Vendas Prod. 1162,3.01.01,Vendas de Produtos,PI,PI_altos,-5.0379336,-42.4595746,Sudeste,2017-08-17 03:06:08
1163,Cliente Vendas Prod. 1163,3.01.01,Vendas de Produtos,PR,PR_maringa,-23.4183485,-51.9327721,Centro-Oeste,2017-08-17 10:15:14
1166,Cliente Vendas Prod. 1166,3.01.01,Vendas de Produtos,RS,RS_pelotas,-31.7512688,-52.3373624,Sudeste,2017-08-17 21:15:23
1167,Cliente Vendas Prod. 1167,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Sudeste,2017-08-18 02:30:06
1168,Cliente Vendas Prod. 1168,3.01.01,Vendas de Produtos,SP,SP_itupeva,-23.1573062,-47.0540604,Sudeste,2017-08-18 23:25:09
1171,Cliente Vendas Prod. 1171,3.01.01,Vendas de Produtos,MG,MG_pirapetinga,-21.6613824,-42.3496932,Sul,2017-08-19 08:04:53
1172,Cliente Vendas Prod. 1172,3.01.01,Vendas de Produtos,PR,PR_nova santa rosa,-24.4623801,-53.9565043,Sudeste,2017-08-19 11:55:18
1173,Cliente Vendas Prod. 1173,3.01.01,Vendas de Produtos,SP,SP_catanduva,-21.136969,-48.9721603,Centro-Oeste,2017-08-19 20:55:18
1174,Cliente Vendas Prod. 1174,3.01.01,Vendas de Produtos,RS,RS_gravatai,-29.9324121,-51.0184607,Sudeste,2017-08-21 17:46:20
1175,Cliente Vendas Prod. 1175,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Sul,2017-08-22 15:27:16
1176,Cliente Vendas Prod. 1176,3.01.01,Vendas de Produtos,MG,MG_claudio,-20.4362077,-44.7609461,Sudeste,2017-08-22 20:45:52
1177,Cliente Vendas Prod. 1177,3.01.01,Vendas de Produtos,PA,PA_belem,-1.4182009,-48.4695107,Sudeste,2017-08-23 14:36:43
1178,Cliente Vendas Prod. 1178,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Nordeste,2017-08-25 10:30:25
1179,Cliente Vendas Prod. 1179,3.01.01,Vendas de Produtos,ES,ES_linhares,-19.3834438,-40.0598377,Sudeste,2017-08-25 10:44:56
1180,Cliente Vendas Prod. 1180,3.01.01,Vendas de Produtos,RJ,RJ_miguel pereira,-22.4559003,-43.4705073,Sudeste,2017-08-30 00:04:21
1181,Cliente Vendas Prod. 1181,3.01.01,Vendas de Produtos,MG,MG_arcos,-20.2883015,-45.5413007,Nordeste,2017-08-30 02:10:58
1182,Cliente Vendas Prod. 1182,3.01.01,Vendas de Produtos,SC,SC_imbuia,-27.4887327,-49.422244,Nordeste,2017-09-01 02:30:12
1184,Cliente Vendas Prod. 1184,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sul,2017-09-01 13:55:14
1186,Cliente Vendas Prod. 1186,3.01.01,Vendas de Produtos,RJ,RJ_nova iguacu,-22.7428488,-43.4723199,Sudeste,2017-09-02 02:50:33
1187,Cliente Vendas Prod. 1187,3.01.01,Vendas de Produtos,SP,SP_hortolandia,-22.8837276,-47.2048364,Sul,2017-09-02 02:56:10
1188,Cliente Vendas Prod. 1188,3.01.01,Vendas de Produtos,SP,SP_jacarei,-23.2967287,-45.9637412,Sudeste,2017-09-04 23:04:00
1189,Cliente Vendas Prod. 1189,3.01.01,Vendas de Produtos,RJ,RJ_barra mansa,-22.5411533,-44.1716922,Nordeste,2017-09-06 10:38:14
1190,Cliente Vendas Prod. 1190,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-09-07 03:03:46
1191,Cliente Vendas Prod. 1191,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-09-07 11:35:14
1195,Cliente Vendas Prod. 1195,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-09-09 05:24:01
1196,Cliente Vendas Prod. 1196,3.01.01,Vendas de Produtos,TO,TO_palmas,-10.2152556,-48.3257513,Sudeste,2017-09-11 15:50:53
1197,Cliente Vendas Prod. 1197,3.01.01,Vendas de Produtos,SP,SP_carapicuiba,-23.5455786,-46.8387756,Nordeste,2017-09-12 04:55:08
1198,Cliente Vendas Prod. 1198,3.01.01,Vendas de Produtos,PR,PR_londrina,-23.3144159,-51.1654961,Sul,2017-09-12 18:04:33
1199,Cliente Vendas Prod. 1199,3.01.01,Vendas de Produtos,SP,SP_guarulhos,-23.4464035,-46.4987685,Sudeste,2017-09-15 17:10:44
1200,Cliente Vendas Prod. 1200,3.01.01,Vendas de Produtos,SC,SC_lages,-27.8132781,-50.3222992,Sudeste,2017-09-16 03:06:12
1201,Cliente Vendas Prod. 1201,3.01.01,Vendas de Produtos,PR,PR_curitiba,-25.453054,-49.2749963,Nordeste,2017-09-16 11:35:13
1202,Cliente Vendas Prod. 1202,3.01.01,Vendas de Produtos,SP,SP_sao jose dos campos,-23.2108797,-45.8851865,Nordeste,2017-09-16 21:10:10
1203,Cliente Vendas Prod. 1203,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Sudeste,2017-09-16 22:05:37
1204,Cliente Vendas Prod. 1204,3.01.01,Vendas de Produtos,RJ,RJ_sao sebastiao do alto,-21.9512044,-42.1318846,Sudeste,2017-09-19 05:25:09
1206,Cliente Vendas Prod. 1206,3.01.01,Vendas de Produtos,SC,SC_tubarao,-28.4806824,-49.010621,Sudeste,2017-09-19 14:55:21
1210,Cliente Vendas Prod. 1210,3.01.01,Vendas de Produtos,BA,BA_feira de santana,-12.2500127,-38.9569619,Norte,2017-09-19 17:15:21
1211,Cliente Vendas Prod. 1211,3.01.01,Vendas de Produtos,MG,MG_juiz de fora,-21.7541042,-43.3626371,Sudeste,2017-09-20 02:35:08
1215,Cliente Vendas Prod. 1215,3.01.01,Vendas de Produtos,MT,MT_lucas do rio verde,-13.0669327,-55.9325428,Sudeste,2017-09-21 09:50:24
1218,Cliente Vendas Prod. 1218,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Sul,2017-09-21 22:46:14
1219,Cliente Vendas Prod. 1219,3.01.01,Vendas de Produtos,SP,SP_araraquara,-21.7827129,-48.171715,Sul,2017-09-22 15:05:32
1220,Cliente Vendas Prod. 1220,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Nordeste,2017-09-22 22:50:12
1226,Cliente Vendas Prod. 1226,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Sul,2017-09-23 21:05:17
1227,Cliente Vendas Prod. 1227,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-09-25 17:44:41
1229,Cliente Vendas Prod. 1229,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sul,2017-09-26 03:24:28
1230,Cliente Vendas Prod. 1230,3.01.01,Vendas de Produtos,RJ,RJ_niteroi,-22.8939271,-43.0863353,Nordeste,2017-09-27 12:49:37
1232,Cliente Vendas Prod. 1232,3.01.01,Vendas de Produtos,SP,SP_piracicaba,-22.7258411,-47.6466219,Sul,2017-09-27 17:35:15
1234,Cliente Vendas Prod. 1234,3.01.01,Vendas de Produtos,BA,BA_pocoes,-14.5279912,-40.3677217,Sudeste,2017-09-28 16:25:22
1235,Cliente Vendas Prod. 1235,3.01.01,Vendas de Produtos,SP,SP_sao caetano do sul,-23.6267476,-46.5650578,Sudeste,2017-09-30 11:14:21
1237,Cliente Vendas Prod. 1237,3.01.01,Vendas de Produtos,CE,CE_juazeiro do norte,-7.2225495,-39.3161107,Sudeste,2017-10-01 19:35:13
1238,Cliente Vendas Prod. 1238,3.01.01,Vendas de Produtos,MG,MG_sabara,-19.883327,-43.8476375,Sudeste,2017-10-02 09:56:17
1239,Cliente Vendas Prod. 1239,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-10-02 16:05:19
1249,Cliente Vendas Prod. 1249,3.01.01,Vendas de Produtos,MS,MS_corumba,-19.0115483,-57.6503006,Sudeste,2017-10-02 17:49:34
