ccusto_item,documento,item,id_mat_prod,id_fornecedor,data_emissao,data_movimento,qtde,valor_bruto,icms,pis_cofins,ipi,doc_origem
4.02.01,PC0006147_01,1.0,12.18.0002,101.0,2018-03-17,2018-03-18,1.0,20714.8146,3441.0586,1597.8224,0.0,NF_ENTRADA
4.02.01,PC0006164_01,1.0,12.18.0002,101.0,2018-03-24,2018-03-25,1.0,14796.2961,2457.899,1141.3017,0.0,NF_ENTRADA
4.02.01,PC0006106_01,1.0,12.18.0002,109.0,2018-03-04,2018-03-07,1.0,5910.9851,650.9316,486.555,0.0,NF_ENTRADA
4.02.01,PC0006128_01,1.0,12.18.0002,109.0,2018-03-11,2018-03-14,1.0,6567.7613,723.2574,540.6166,0.0,NF_ENTRADA
4.02.01,PC0006152_01,1.0,12.18.0002,109.0,2018-03-19,2018-03-21,1.0,6786.6866,747.3659,558.6372,0.0,NF_ENTRADA
4.02.01,PC0006167_01,1.0,12.18.0002,109.0,2018-03-25,2018-03-28,1.0,2627.1045,289.3029,216.2466,0.0,NF_ENTRADA
4.02.01,PC0006205_01,1.0,12.18.0002,101.0,2018-04-04,2018-04-06,1.0,23917.3391,3973.0486,1844.8469,0.0,NF_ENTRADA
4.02.01,PC0006225_01,1.0,12.18.0002,101.0,2018-04-10,2018-04-13,1.0,22322.8499,3708.1787,1721.8571,0.0,NF_ENTRADA
4.02.01,PC0006249_01,1.0,12.18.0002,101.0,2018-04-18,2018-04-20,1.0,23120.0945,3840.6137,1783.352,0.0,NF_ENTRADA
4.02.01,PC0006269_01,1.0,12.18.0002,101.0,2018-04-25,2018-04-27,1.0,10364.1803,1721.6544,799.4336,0.0,NF_ENTRADA
4.02.01,PC0006202_01,1.0,12.18.0002,109.0,2018-04-02,2018-04-03,1.0,4556.265,501.7466,375.0429,0.0,NF_ENTRADA
4.02.01,PC0006219_01,1.0,12.18.0002,109.0,2018-04-09,2018-04-10,1.0,4381.024,482.4487,360.6182,0.0,NF_ENTRADA
4.02.01,PC0006241_01,1.0,12.18.0002,109.0,2018-04-15,2018-04-17,1.0,5081.9878,559.6405,418.3171,0.0,NF_ENTRADA
4.02.01,PC0006260_01,1.0,12.18.0002,109.0,2018-04-22,2018-04-24,1.0,3504.8192,385.959,288.4946,0.0,NF_ENTRADA
4.02.01,PC0006305_01,1.0,12.18.0002,101.0,2018-05-04,2018-05-05,1.0,27130.9049,4506.8727,2092.723,0.0,NF_ENTRADA
4.02.01,PC0006320_01,1.0,12.18.0002,101.0,2018-05-09,2018-05-12,1.0,29002.0017,4817.6915,2237.0487,0.0,NF_ENTRADA
4.02.01,PC0006346_01,1.0,12.18.0002,101.0,2018-05-17,2018-05-19,1.0,14968.7751,2486.5505,1154.6058,0.0,NF_ENTRADA
4.02.01,PC0006364_01,1.0,12.18.0002,101.0,2018-05-23,2018-05-26,1.0,22453.1626,3729.8257,1731.9087,0.0,NF_ENTRADA
4.02.01,PC0006308_01,1.0,12.18.0002,109.0,2018-05-05,2018-05-07,1.0,8117.8406,893.9558,668.2093,0.0,NF_ENTRADA
4.02.01,PC0006335_01,1.0,12.18.0002,109.0,2018-05-13,2018-05-14,1.0,4451.719,490.2338,366.4374,0.0,NF_ENTRADA
4.02.01,PC0006356_01,1.0,12.18.0002,109.0,2018-05-20,2018-05-21,1.0,8379.7064,922.793,689.7645,0.0,NF_ENTRADA
4.02.01,PC0006372_01,1.0,12.18.0002,109.0,2018-05-25,2018-05-28,1.0,5237.3165,576.7456,431.1028,0.0,NF_ENTRADA
4.02.01,PC0006403_01,1.0,12.18.0002,101.0,2018-06-03,2018-06-05,1.0,17961.8491,2983.7474,1385.4744,0.0,NF_ENTRADA
4.02.01,PC0006427_01,1.0,12.18.0002,101.0,2018-06-10,2018-06-12,1.0,16678.8599,2770.6226,1286.5119,0.0,NF_ENTRADA
4.02.01,PC0006446_01,1.0,12.18.0002,101.0,2018-06-18,2018-06-19,1.0,19244.8383,3196.8723,1484.4369,0.0,NF_ENTRADA
4.02.01,PC0006472_01,1.0,12.18.0002,101.0,2018-06-25,2018-06-26,1.0,10263.9138,1704.9985,791.6997,0.0,NF_ENTRADA
4.02.01,PC0006382_01,1.0,12.18.0002,109.0,2018-05-30,2018-06-02,1.0,4309.3999,474.5613,354.7226,0.0,NF_ENTRADA
4.02.01,PC0006416_01,1.0,12.18.0002,109.0,2018-06-07,2018-06-09,1.0,5386.7499,593.2016,443.4032,0.0,NF_ENTRADA
4.02.01,PC0006437_01,1.0,12.18.0002,109.0,2018-06-14,2018-06-16,1.0,4488.9583,494.3347,369.5027,0.0,NF_ENTRADA
4.02.01,PC0006451_01,1.0,12.18.0002,109.0,2018-06-20,2018-06-23,1.0,3770.7249,415.2411,310.3823,0.0,NF_ENTRADA
4.02.01,PC0006503_01,1.0,12.18.0002,101.0,2018-07-03,2018-07-04,1.0,23749.9869,3945.2488,1831.9383,0.0,NF_ENTRADA
4.02.01,PC0006520_01,1.0,12.18.0002,101.0,2018-07-08,2018-07-11,1.0,26206.8821,4353.3779,2021.4491,0.0,NF_ENTRADA
4.02.01,PC0006544_01,1.0,12.18.0002,101.0,2018-07-17,2018-07-18,1.0,17198.2664,2856.9043,1326.576,0.0,NF_ENTRADA
4.02.01,PC0006559_01,1.0,12.18.0002,101.0,2018-07-22,2018-07-25,1.0,14741.3712,2448.7751,1137.0651,0.0,NF_ENTRADA
4.02.01,PC0006495_01,1.0,12.18.0002,109.0,2018-07-01,2018-07-02,1.0,5220.4434,574.8875,429.7139,0.0,NF_ENTRADA
4.02.01,PC0006516_01,1.0,12.18.0002,109.0,2018-07-06,2018-07-09,1.0,3420.2905,376.6505,281.5367,0.0,NF_ENTRADA
4.02.01,PC0006536_01,1.0,12.18.0002,109.0,2018-07-14,2018-07-16,1.0,3420.2905,376.6505,281.5367,0.0,NF_ENTRADA
4.02.01,PC0006558_01,1.0,12.18.0002,109.0,2018-07-21,2018-07-23,1.0,5940.5046,654.1824,488.9848,0.0,NF_ENTRADA
4.02.01,PC0006592_01,1.0,12.18.0002,101.0,2018-08-01,2018-08-03,1.0,18763.3586,3116.8909,1447.2983,0.0,NF_ENTRADA
4.02.01,PC0006621_01,1.0,12.18.0002,101.0,2018-08-09,2018-08-10,1.0,17947.5604,2981.3739,1384.3723,0.0,NF_ENTRADA
4.02.01,PC0006642_01,1.0,12.18.0002,101.0,2018-08-16,2018-08-17,1.0,17131.7622,2845.8569,1321.4462,0.0,NF_ENTRADA
4.02.01,PC0006659_01,1.0,12.18.0002,101.0,2018-08-22,2018-08-24,1.0,27737.1388,4607.5778,2139.4844,0.0,NF_ENTRADA
4.02.01,PC0006593_01,1.0,12.18.0002,109.0,2018-08-01,2018-08-04,1.0,3048.4262,335.6999,250.9272,0.0,NF_ENTRADA
4.02.01,PC0006622_01,1.0,12.18.0002,109.0,2018-08-09,2018-08-11,1.0,2869.107,315.9528,236.1668,0.0,NF_ENTRADA
4.02.01,PC0006645_01,1.0,12.18.0002,109.0,2018-08-17,2018-08-18,1.0,3586.3837,394.941,295.2084,0.0,NF_ENTRADA
4.02.01,PC0006660_01,1.0,12.18.0002,109.0,2018-08-22,2018-08-25,1.0,8428.0017,928.1114,693.7399,0.0,NF_ENTRADA
4.02.01,PC0004809_01,1.0,12.18.0001,102.0,2017-02-01,2017-02-04,1.0,6226.72,1034.3568,480.2936,195.4445,NF_ENTRADA
4.02.01,PC0004837_01,1.0,12.18.0001,102.0,2017-02-09,2017-02-11,1.0,6019.1627,999.8782,464.2838,188.9297,NF_ENTRADA
4.02.01,PC0004855_01,1.0,12.18.0001,102.0,2017-02-15,2017-02-18,1.0,4773.8187,793.0068,368.2251,149.8408,NF_ENTRADA
4.02.01,PC0004872_01,1.0,12.18.0001,102.0,2017-02-22,2017-02-25,1.0,3736.032,620.6141,288.1762,117.2667,NF_ENTRADA
4.02.01,PC0004819_01,1.0,12.18.0001,110.0,2017-02-05,2017-02-07,1.0,1312.8566,144.5749,108.0661,41.208,NF_ENTRADA
4.02.01,PC0004841_01,1.0,12.18.0001,110.0,2017-02-11,2017-02-14,1.0,1215.608,133.8656,100.0612,38.1555,NF_ENTRADA
4.02.01,PC0004863_01,1.0,12.18.0001,110.0,2017-02-19,2017-02-21,1.0,1069.735,117.8017,88.0538,33.5769,NF_ENTRADA
4.02.01,PC0004880_01,1.0,12.18.0001,110.0,2017-02-26,2017-02-28,1.0,1264.2323,139.2202,104.0636,39.6818,NF_ENTRADA
4.02.01,PC0004912_01,1.0,12.18.0001,102.0,2017-03-04,2017-03-05,1.0,2951.9283,490.362,227.6949,232.7191,NF_ENTRADA
4.02.01,PC0004927_01,1.0,12.18.0001,102.0,2017-03-10,2017-03-12,1.0,3418.0223,567.7876,263.6467,269.4643,NF_ENTRADA
4.02.01,PC0004948_01,1.0,12.18.0001,102.0,2017-03-16,2017-03-19,1.0,2796.5637,464.5535,215.7109,220.4708,NF_ENTRADA
4.02.01,PC0004966_01,1.0,12.18.0001,102.0,2017-03-23,2017-03-26,1.0,6369.9506,1058.1496,491.3416,502.1834,NF_ENTRADA
4.02.01,PC0004909_01,1.0,12.18.0001,110.0,2017-03-03,2017-03-04,1.0,887.9113,97.7789,73.0872,69.9996,NF_ENTRADA
4.02.01,PC0004928_01,1.0,12.18.0001,110.0,2017-03-10,2017-03-11,1.0,751.3095,82.736,61.8431,59.2305,NF_ENTRADA
4.02.01,PC0004941_01,1.0,12.18.0001,110.0,2017-03-15,2017-03-18,1.0,785.46,86.4967,64.6541,61.9228,NF_ENTRADA
4.02.01,PC0004971_01,1.0,12.18.0001,110.0,2017-03-24,2017-03-25,1.0,990.3626,109.0611,81.5204,78.0765,NF_ENTRADA
4.02.01,PC0005000_01,1.0,12.18.0001,102.0,2017-04-01,2017-04-03,1.0,8320.1337,1382.1059,641.7676,418.6849,NF_ENTRADA
4.02.01,PC0005019_01,1.0,12.18.0001,102.0,2017-04-07,2017-04-10,1.0,7040.1131,1169.4742,543.0341,354.2718,NF_ENTRADA
4.02.01,PC0005042_01,1.0,12.18.0001,102.0,2017-04-15,2017-04-17,1.0,6400.1028,1063.1584,493.6674,322.0653,NF_ENTRADA
4.02.01,PC0005063_01,1.0,12.18.0001,102.0,2017-04-21,2017-04-24,1.0,10240.1645,1701.0534,789.8678,515.3045,NF_ENTRADA
4.02.01,PC0005001_01,1.0,12.18.0001,110.0,2017-04-01,2017-04-02,1.0,3098.6522,341.2309,255.0615,155.9301,NF_ENTRADA
4.02.01,PC0005015_01,1.0,12.18.0001,110.0,2017-04-06,2017-04-09,1.0,2425.0321,267.0503,199.6133,122.0322,NF_ENTRADA
4.02.01,PC0005038_01,1.0,12.18.0001,110.0,2017-04-13,2017-04-16,1.0,3906.9962,430.2476,321.5992,196.6075,NF_ENTRADA
4.02.01,PC0005060_01,1.0,12.18.0001,110.0,2017-04-20,2017-04-23,1.0,4041.7202,445.0838,332.6889,203.387,NF_ENTRADA
4.02.01,PC0005099_01,1.0,12.18.0001,102.0,2017-05-01,2017-05-03,1.0,15172.8663,2520.4533,1170.3482,819.4483,NF_ENTRADA
4.02.01,PC0005122_01,1.0,12.18.0001,102.0,2017-05-09,2017-05-10,1.0,13655.5796,2268.4079,1053.3134,737.5035,NF_ENTRADA
4.02.01,PC0005137_01,1.0,12.18.0001,102.0,2017-05-14,2017-05-17,1.0,13149.8174,2184.3928,1014.3018,710.1886,NF_ENTRADA
4.02.01,PC0005164_01,1.0,12.18.0001,102.0,2017-05-22,2017-05-24,1.0,8597.9575,1428.2568,663.1973,464.3541,NF_ENTRADA
4.02.01,PC0005087_01,1.0,12.18.0001,110.0,2017-04-30,2017-05-02,1.0,2890.4385,318.3019,237.9226,156.1053,NF_ENTRADA
4.02.01,PC0005113_01,1.0,12.18.0001,110.0,2017-05-06,2017-05-09,1.0,2890.4385,318.3019,237.9226,156.1053,NF_ENTRADA
4.02.01,PC0005138_01,1.0,12.18.0001,110.0,2017-05-14,2017-05-16,1.0,2223.4143,244.8476,183.0174,120.081,NF_ENTRADA
4.02.01,PC0005156_01,1.0,12.18.0001,110.0,2017-05-20,2017-05-23,1.0,3112.78,342.7867,256.2244,168.1134,NF_ENTRADA
4.02.01,PC0005200_01,1.0,12.18.0001,102.0,2017-06-03,2017-06-04,1.0,21917.2212,3640.7974,1690.5692,433.5508,NF_ENTRADA
4.02.01,PC0005220_01,1.0,12.18.0001,102.0,2017-06-09,2017-06-11,1.0,21210.2141,3523.3523,1636.0347,419.5653,NF_ENTRADA
4.02.01,PC0005237_01,1.0,12.18.0001,102.0,2017-06-15,2017-06-18,1.0,11312.1142,1879.1212,872.5518,223.7682,NF_ENTRADA
4.02.01,PC0005263_01,1.0,12.18.0001,102.0,2017-06-24,2017-06-25,1.0,16261.1641,2701.2368,1254.2933,321.6667,NF_ENTRADA
4.02.01,PC0005201_01,1.0,12.18.0001,110.0,2017-06-03,2017-06-05,1.0,5459.5033,601.2134,449.3918,107.996,NF_ENTRADA
4.02.01,PC0005221_01,1.0,12.18.0001,110.0,2017-06-09,2017-06-12,1.0,4402.8252,484.8495,362.4128,87.0935,NF_ENTRADA
4.02.01,PC0005239_01,1.0,12.18.0001,110.0,2017-06-16,2017-06-19,1.0,4226.7122,465.4555,347.9162,83.6098,NF_ENTRADA
4.02.01,PC0005266_01,1.0,12.18.0001,110.0,2017-06-25,2017-06-26,1.0,3522.2602,387.8796,289.9302,69.6748,NF_ENTRADA
4.02.01,PC0005306_01,1.0,12.18.0001,102.0,2017-07-06,2017-07-07,1.0,12196.7726,2026.077,940.7893,497.4662,NF_ENTRADA
4.02.01,PC0005327_01,1.0,12.18.0001,102.0,2017-07-12,2017-07-14,1.0,7622.9829,1266.2981,587.9933,310.9164,NF_ENTRADA
4.02.01,PC0005346_01,1.0,12.18.0001,102.0,2017-07-20,2017-07-21,1.0,12196.7726,2026.077,940.7893,497.4662,NF_ENTRADA
4.02.01,PC0005368_01,1.0,12.18.0001,102.0,2017-07-26,2017-07-28,1.0,6098.3863,1013.0385,470.3947,248.7331,NF_ENTRADA
4.02.01,PC0005290_01,1.0,12.18.0001,110.0,2017-07-01,2017-07-04,1.0,2088.7443,230.0174,171.9322,85.193,NF_ENTRADA
4.02.01,PC0005311_01,1.0,12.18.0001,110.0,2017-07-08,2017-07-11,1.0,2278.6301,250.9281,187.5624,92.9378,NF_ENTRADA
4.02.01,PC0005335_01,1.0,12.18.0001,110.0,2017-07-16,2017-07-18,1.0,2848.2876,313.6601,234.453,116.1723,NF_ENTRADA
4.02.01,PC0005357_01,1.0,12.18.0001,110.0,2017-07-23,2017-07-25,1.0,2278.6301,250.9281,187.5624,92.9378,NF_ENTRADA
4.02.01,PC0005401_01,1.0,12.18.0001,102.0,2017-08-04,2017-08-07,1.0,6604.8163,1097.1645,509.4578,305.9086,NF_ENTRADA
4.02.01,PC0005433_01,1.0,12.18.0001,102.0,2017-08-13,2017-08-14,1.0,4953.6122,822.8734,382.0933,229.4314,NF_ENTRADA
4.02.01,PC0005454_01,1.0,12.18.0001,102.0,2017-08-20,2017-08-21,1.0,4678.4115,777.1582,360.8659,216.6852,NF_ENTRADA
4.02.01,PC0005471_01,1.0,12.18.0001,102.0,2017-08-25,2017-08-28,1.0,11283.2278,1874.3227,870.3237,522.5938,NF_ENTRADA
4.02.01,PC0005411_01,1.0,12.18.0001,110.0,2017-08-06,2017-08-07,1.0,3398.0051,374.1963,279.7023,157.382,NF_ENTRADA
4.02.01,PC0005426_01,1.0,12.18.0001,110.0,2017-08-11,2017-08-14,1.0,3155.2905,347.468,259.7236,146.1404,NF_ENTRADA
4.02.01,PC0005452_01,1.0,12.18.0001,110.0,2017-08-19,2017-08-21,1.0,2063.0745,227.1906,169.8193,95.5533,NF_ENTRADA
4.02.01,PC0005476_01,1.0,12.18.0001,110.0,2017-08-26,2017-08-28,1.0,3519.3625,387.5605,289.6917,163.0027,NF_ENTRADA
4.02.01,PC0005497_01,1.0,12.18.0001,102.0,2017-09-01,2017-09-02,1.0,7425.2773,1233.4561,572.7435,179.3716,NF_ENTRADA
4.02.01,PC0005517_01,1.0,12.18.0001,102.0,2017-09-07,2017-09-09,1.0,7889.3571,1310.5471,608.5399,190.5823,NF_ENTRADA
4.02.01,PC0005538_01,1.0,12.18.0001,102.0,2017-09-14,2017-09-16,1.0,8353.4369,1387.6381,644.3364,201.793,NF_ENTRADA
4.02.01,PC0005560_01,1.0,12.18.0001,102.0,2017-09-21,2017-09-23,1.0,22739.9116,3777.4593,1754.0268,549.3255,NF_ENTRADA
4.02.01,PC0005509_01,1.0,12.18.0001,110.0,2017-09-05,2017-09-07,1.0,4263.0362,469.4556,350.9062,102.9817,NF_ENTRADA
4.02.01,PC0005534_01,1.0,12.18.0001,110.0,2017-09-13,2017-09-14,1.0,3019.6506,332.531,248.5586,72.9454,NF_ENTRADA
4.02.01,PC0005553_01,1.0,12.18.0001,110.0,2017-09-19,2017-09-21,1.0,3197.2771,352.0917,263.1797,77.2363,NF_ENTRADA
4.02.01,PC0005577_01,1.0,12.18.0001,110.0,2017-09-26,2017-09-28,1.0,7282.6868,801.9866,599.4648,175.927,NF_ENTRADA
4.02.01,PC0005603_01,1.0,12.18.0001,102.0,2017-10-03,2017-10-06,1.0,3710.3341,616.3452,286.194,313.8848,NF_ENTRADA
4.02.01,PC0005623_01,1.0,12.18.0001,102.0,2017-10-10,2017-10-13,1.0,3319.7727,551.4668,256.0683,280.8443,NF_ENTRADA
4.02.01,PC0005658_01,1.0,12.18.0001,102.0,2017-10-19,2017-10-20,1.0,4100.8956,681.2237,316.3197,346.9253,NF_ENTRADA
4.02.01,PC0005675_01,1.0,12.18.0001,102.0,2017-10-26,2017-10-27,1.0,8397.072,1394.8866,647.7022,710.3709,NF_ENTRADA
4.02.01,PC0005604_01,1.0,12.18.0001,110.0,2017-10-03,2017-10-04,1.0,1418.197,156.1752,116.737,119.9759,NF_ENTRADA
4.02.01,PC0005624_01,1.0,12.18.0001,110.0,2017-10-10,2017-10-11,1.0,1143.7072,125.9477,94.1428,96.7547,NF_ENTRADA
4.02.01,PC0005652_01,1.0,12.18.0001,110.0,2017-10-17,2017-10-18,1.0,1052.2107,115.8719,86.6113,89.0143,NF_ENTRADA
4.02.01,PC0005667_01,1.0,12.18.0001,110.0,2017-10-22,2017-10-25,1.0,960.7141,105.7961,79.0799,81.274,NF_ENTRADA
4.02.01,PC0005701_01,1.0,12.18.0001,102.0,2017-11-03,2017-11-05,1.0,10729.4871,1782.3376,827.6113,438.9861,NF_ENTRADA
4.02.01,PC0005719_01,1.0,12.18.0001,102.0,2017-11-09,2017-11-12,1.0,13948.3332,2317.0389,1075.8947,570.6819,NF_ENTRADA
4.02.01,PC0005754_01,1.0,12.18.0001,102.0,2017-11-18,2017-11-19,1.0,12875.3845,2138.8052,993.1336,526.7833,NF_ENTRADA
4.02.01,PC0005767_01,1.0,12.18.0001,102.0,2017-11-24,2017-11-26,1.0,16094.2306,2673.5065,1241.417,658.4791,NF_ENTRADA
4.02.01,PC0005713_01,1.0,12.18.0001,110.0,2017-11-05,2017-11-07,1.0,4504.8752,496.0875,370.8129,184.3124,NF_ENTRADA
4.02.01,PC0005732_01,1.0,12.18.0001,110.0,2017-11-12,2017-11-14,1.0,4655.0377,512.6237,383.1733,190.4562,NF_ENTRADA
4.02.01,PC0005762_01,1.0,12.18.0001,110.0,2017-11-20,2017-11-21,1.0,2552.7626,281.1162,210.1273,104.4437,NF_ENTRADA
4.02.01,PC0005775_01,1.0,12.18.0001,110.0,2017-11-26,2017-11-28,1.0,3303.5752,363.7975,271.9294,135.1624,NF_ENTRADA
4.02.01,PC0005786_01,1.0,12.18.0001,102.0,2017-11-30,2017-12-03,1.0,13256.1095,2202.0496,1022.5005,497.1041,NF_ENTRADA
4.02.01,PC0005827_01,1.0,12.18.0001,102.0,2017-12-09,2017-12-10,1.0,9177.3065,1524.4959,707.885,344.149,NF_ENTRADA
4.02.01,PC0005847_01,1.0,12.18.0001,102.0,2017-12-16,2017-12-17,1.0,9177.3065,1524.4959,707.885,344.149,NF_ENTRADA
4.02.01,PC0005866_01,1.0,12.18.0001,102.0,2017-12-23,2017-12-24,1.0,19374.3138,3218.3802,1494.4239,726.5368,NF_ENTRADA
4.02.01,PC0005787_01,1.0,12.18.0001,110.0,2017-11-30,2017-12-03,1.0,4936.9486,543.6684,406.3784,185.1356,NF_ENTRADA
4.02.01,PC0005819_01,1.0,12.18.0001,110.0,2017-12-07,2017-12-10,1.0,4722.2987,520.0307,388.7098,177.0862,NF_ENTRADA
4.02.01,PC0005843_01,1.0,12.18.0001,110.0,2017-12-14,2017-12-17,1.0,6010.1983,661.8572,494.7216,225.3824,NF_ENTRADA
4.02.01,PC0005867_01,1.0,12.18.0001,110.0,2017-12-23,2017-12-24,1.0,5795.5484,638.2195,477.0529,217.3331,NF_ENTRADA
4.02.01,PC0005894_01,1.0,12.18.0001,102.0,2018-01-01,2018-01-03,1.0,7522.5101,1249.608,580.2434,355.5332,NF_ENTRADA
4.02.01,PC0005916_01,1.0,12.18.0001,102.0,2018-01-09,2018-01-10,1.0,6730.6669,1118.0703,519.1652,318.1086,NF_ENTRADA
4.02.01,PC0005933_01,1.0,12.18.0001,102.0,2018-01-14,2018-01-17,1.0,6730.6669,1118.0703,519.1652,318.1086,NF_ENTRADA
4.02.01,PC0005959_01,1.0,12.18.0001,102.0,2018-01-22,2018-01-24,1.0,18608.3144,3091.1356,1435.339,879.4768,NF_ENTRADA
4.02.01,PC0005908_01,1.0,12.18.0001,110.0,2018-01-05,2018-01-06,1.0,2968.0731,326.8512,244.313,140.2788,NF_ENTRADA
4.02.01,PC0005921_01,1.0,12.18.0001,110.0,2018-01-10,2018-01-13,1.0,2473.3943,272.376,203.5942,116.899,NF_ENTRADA
4.02.01,PC0005940_01,1.0,12.18.0001,110.0,2018-01-17,2018-01-20,1.0,2473.3943,272.376,203.5942,116.899,NF_ENTRADA
4.02.01,PC0005972_01,1.0,12.18.0001,110.0,2018-01-26,2018-01-27,1.0,4452.1097,490.2768,366.4695,210.4182,NF_ENTRADA
4.02.01,PC0005996_01,1.0,12.18.0001,102.0,2018-02-02,2018-02-04,1.0,16844.0987,2798.0714,1299.2575,579.7052,NF_ENTRADA
4.02.01,PC0006020_01,1.0,12.18.0001,102.0,2018-02-09,2018-02-11,1.0,13836.2239,2298.4158,1067.2473,476.1864,NF_ENTRADA
4.02.01,PC0006045_01,1.0,12.18.0001,102.0,2018-02-17,2018-02-18,1.0,12633.074,2098.5536,974.4431,434.7789,NF_ENTRADA
4.02.01,PC0006061_01,1.0,12.18.0001,102.0,2018-02-23,2018-02-25,1.0,16844.0987,2798.0714,1299.2575,579.7052,NF_ENTRADA
4.02.01,PC0006010_01,1.0,12.18.0001,110.0,2018-02-05,2018-02-07,1.0,3179.9717,350.186,261.7552,109.4417,NF_ENTRADA
4.02.01,PC0006031_01,1.0,12.18.0001,110.0,2018-02-12,2018-02-14,1.0,3179.9717,350.186,261.7552,109.4417,NF_ENTRADA
4.02.01,PC0006051_01,1.0,12.18.0001,110.0,2018-02-19,2018-02-21,1.0,4769.9575,525.279,392.6328,164.1625,NF_ENTRADA
4.02.01,PC0006074_01,1.0,12.18.0001,110.0,2018-02-26,2018-02-28,1.0,4769.9575,525.279,392.6328,164.1625,NF_ENTRADA
4.02.01,PC0006115_01,1.0,12.18.0001,102.0,2018-03-06,2018-03-07,1.0,12615.7893,2095.6823,973.1099,473.0921,NF_ENTRADA
4.02.01,PC0006129_01,1.0,12.18.0001,102.0,2018-03-11,2018-03-14,1.0,14909.5692,2476.7154,1150.039,559.1088,NF_ENTRADA
4.02.01,PC0006153_01,1.0,12.18.0001,102.0,2018-03-19,2018-03-21,1.0,17203.3491,2857.7486,1326.968,645.1256,NF_ENTRADA
4.02.01,PC0006168_01,1.0,12.18.0001,102.0,2018-03-25,2018-03-28,1.0,12615.7893,2095.6823,973.1099,473.0921,NF_ENTRADA
4.02.01,PC0006104_01,1.0,12.18.0001,110.0,2018-03-03,2018-03-06,1.0,2016.7671,222.0911,166.0075,75.6288,NF_ENTRADA
4.02.01,PC0006132_01,1.0,12.18.0001,110.0,2018-03-12,2018-03-13,1.0,2268.863,249.8525,186.7585,85.0824,NF_ENTRADA
4.02.01,PC0006148_01,1.0,12.18.0001,110.0,2018-03-17,2018-03-20,1.0,3529.3424,388.6595,290.5132,132.3503,NF_ENTRADA
4.02.01,PC0006165_01,1.0,12.18.0001,110.0,2018-03-24,2018-03-27,1.0,4789.8219,527.4665,394.2679,179.6183,NF_ENTRADA
4.02.01,PC0006198_01,1.0,12.18.0001,102.0,2018-04-01,2018-04-04,1.0,13214.0391,2195.061,1019.2555,495.5265,NF_ENTRADA
4.02.01,PC0006220_01,1.0,12.18.0001,102.0,2018-04-09,2018-04-11,1.0,12197.5745,2026.2102,940.8512,457.409,NF_ENTRADA
4.02.01,PC0006247_01,1.0,12.18.0001,102.0,2018-04-17,2018-04-18,1.0,13214.0391,2195.061,1019.2555,495.5265,NF_ENTRADA
4.02.01,PC0006263_01,1.0,12.18.0001,102.0,2018-04-23,2018-04-25,1.0,12197.5745,2026.2102,940.8512,457.409,NF_ENTRADA
4.02.01,PC0006199_01,1.0,12.18.0001,110.0,2018-04-01,2018-04-03,1.0,5252.198,578.3844,432.3278,196.9574,NF_ENTRADA
4.02.01,PC0006221_01,1.0,12.18.0001,110.0,2018-04-09,2018-04-10,1.0,5057.6721,556.9628,416.3156,189.6627,NF_ENTRADA
4.02.01,PC0006245_01,1.0,12.18.0001,110.0,2018-04-16,2018-04-17,1.0,3112.4136,342.7463,256.1942,116.7155,NF_ENTRADA
4.02.01,PC0006261_01,1.0,12.18.0001,110.0,2018-04-22,2018-04-24,1.0,6030.3014,664.071,496.3763,226.1363,NF_ENTRADA
4.02.01,PC0006298_01,1.0,12.18.0001,102.0,2018-05-02,2018-05-05,1.0,13254.5234,2201.7861,1022.3782,324.5966,NF_ENTRADA
4.02.01,PC0006322_01,1.0,12.18.0001,102.0,2018-05-10,2018-05-12,1.0,14579.9757,2421.9648,1124.616,357.0563,NF_ENTRADA
4.02.01,PC0006343_01,1.0,12.18.0001,102.0,2018-05-16,2018-05-19,1.0,15905.4281,2642.1434,1226.8538,389.516,NF_ENTRADA
4.02.01,PC0006365_01,1.0,12.18.0001,102.0,2018-05-23,2018-05-26,1.0,22532.6898,3743.0364,1738.0429,551.8143,NF_ENTRADA
4.02.01,PC0006306_01,1.0,12.18.0001,110.0,2018-05-04,2018-05-06,1.0,4140.1712,455.9254,340.7927,101.3907,NF_ENTRADA
4.02.01,PC0006323_01,1.0,12.18.0001,110.0,2018-05-10,2018-05-13,1.0,4968.2054,547.1105,408.9513,121.6689,NF_ENTRADA
4.02.01,PC0006347_01,1.0,12.18.0001,110.0,2018-05-17,2018-05-20,1.0,5175.214,569.9068,425.9909,126.7384,NF_ENTRADA
4.02.01,PC0006373_01,1.0,12.18.0001,110.0,2018-05-25,2018-05-27,1.0,6417.2653,706.6844,528.2287,157.1556,NF_ENTRADA
4.02.01,PC0006397_01,1.0,12.18.0001,102.0,2018-06-01,2018-06-03,1.0,9209.6511,1529.8688,710.3799,387.5423,NF_ENTRADA
4.02.01,PC0006418_01,1.0,12.18.0001,102.0,2018-06-08,2018-06-10,1.0,11633.2435,1932.4659,897.3219,489.5271,NF_ENTRADA
4.02.01,PC0006440_01,1.0,12.18.0001,102.0,2018-06-15,2018-06-17,1.0,9694.3695,1610.3882,747.7683,407.9393,NF_ENTRADA
4.02.01,PC0006457_01,1.0,12.18.0001,102.0,2018-06-21,2018-06-24,1.0,17934.5837,2979.2182,1383.3713,754.6876,NF_ENTRADA
