ccusto_item,documento,item,id_mat_prod,id_cliente,data_emissao,data_movimento,qtde,valor_bruto,icms,pis_cofins,ipi,doc_origem
3.01.01,000004338_01,1,1000016,974,2017-06-08 10:52:51,2017-06-22 12:24:02,25,20876.0575,1373.0272,1804.0303,678.4719,NF_SAIDA
3.01.01,000004339_01,1,1000026,975,2017-06-09 16:24:58,2017-06-22 14:34:35,13,6935.1957,460.8376,598.8781,225.3939,NF_SAIDA
3.01.01,000004340_01,1,1000049,976,2017-06-08 18:32:36,2017-06-16 14:59:40,47,34976.5458,3904.2372,2874.1885,1136.7377,NF_SAIDA
3.01.01,000004341_01,1,2000008,977,2017-06-09 16:47:26,2017-06-26 13:17:38,22,5163.9181,898.2212,394.577,167.8273,NF_SAIDA
3.01.01,000004342_01,1,1000020,978,2017-06-08 14:58:56,2017-06-14 15:35:06,50,33153.3929,5607.3874,2548.0055,1077.4853,NF_SAIDA
3.01.01,000004343_01,1,1000050,979,2017-06-09 15:37:40,2017-06-21 18:24:35,44,39402.6409,4495.4894,3228.9115,1280.5858,NF_SAIDA
3.01.01,000004344_01,1,1000027,980,2017-06-09 15:27:30,2017-06-19 18:18:48,33,38530.7643,6532.2189,2959.8655,1252.2498,NF_SAIDA
3.01.01,000004345_01,1,1000051,981,2017-06-16 19:28:28,2017-06-23 11:12:08,29,18751.7261,2135.9244,1536.9617,609.4311,NF_SAIDA
3.01.01,000004346_01,1,1000038,982,2017-06-19 17:09:49,2017-06-19 20:55:42,33,47231.563,7960.2903,3632.5927,1535.0258,NF_SAIDA
3.01.01,000004347_01,1,1000021,983,2017-06-13 13:30:25,2017-07-12 17:23:49,14,10256.1622,1185.7049,839.0173,333.3253,NF_SAIDA
3.01.01,000004348_01,1,1000052,984,2017-06-16 19:04:02,2017-06-19 18:03:27,33,22230.1422,3758.8695,1708.5927,722.4796,NF_SAIDA
3.01.01,000004349_01,1,1000050,985,2017-06-16 18:26:28,2017-06-19 20:55:49,10,9544.6269,1611.1834,733.8435,310.2004,NF_SAIDA
3.01.01,000004350_01,1,1000044,986,2017-06-16 18:41:04,2017-06-26 09:39:36,27,17192.636,2912.8344,1320.8817,558.7607,NF_SAIDA
3.01.01,000004351_01,1,1000029,987,2017-06-16 16:55:50,2017-07-11 18:12:17,10,3989.2477,463.5176,326.13,129.6505,NF_SAIDA
3.01.01,000004352_01,1,1000029,988,2017-06-16 17:44:57,2017-06-27 18:07:48,31,11728.6031,798.84,1011.0031,381.1796,NF_SAIDA
3.01.01,000004353_01,1,1000053,989,2017-06-26 11:48:05,2017-07-10 13:28:35,10,8942.3456,1011.1059,733.6397,290.6262,NF_SAIDA
3.01.01,000004354_01,1,1000038,990,2017-06-23 08:57:42,2017-07-05 13:12:40,25,32327.9703,3678.9345,2650.0358,1050.659,NF_SAIDA
3.01.01,000004355_01,1,1000020,991,2017-06-23 11:15:49,2017-07-08 12:21:54,15,9320.4137,1056.612,764.4017,302.9134,NF_SAIDA
3.01.01,000004356_01,1,1000054,992,2017-06-23 10:53:04,2017-06-29 14:33:52,47,39852.665,6714.946,3065.239,1295.2116,NF_SAIDA
3.01.01,000004357_01,1,1000050,993,2017-06-23 11:22:16,2017-07-04 14:17:47,31,26328.7443,1735.0694,2274.9149,855.6842,NF_SAIDA
3.01.01,000004358_01,1,1000049,994,2017-06-26 17:35:37,2017-06-28 15:42:08,32,20329.0635,3404.8542,1565.4894,660.6946,NF_SAIDA
3.01.01,000004359_01,1,1000055,995,2017-06-23 10:13:46,2017-06-26 12:14:45,18,8602.3324,1462.6299,660.4225,279.5758,NF_SAIDA
3.01.01,000004360_01,1,1000056,996,2017-06-23 11:12:12,2017-06-28 15:29:51,18,14326.78,1633.3585,1174.1415,465.6203,NF_SAIDA
3.01.01,000004361_01,1,1000003,997,2017-06-26 17:35:36,2017-07-10 15:16:50,14,7908.1738,527.8983,682.6755,257.0156,NF_SAIDA
3.01.01,000004361_01,2,1000003,997,2017-06-26 17:35:36,2017-07-10 15:16:50,24,13556.8693,904.9685,1170.3008,440.5983,NF_SAIDA
3.01.01,000004362_01,1,1000004,999,2017-06-26 17:34:41,2017-06-29 15:03:36,11,8593.7378,1466.9499,659.2279,279.2965,NF_SAIDA
3.01.01,000004363_01,1,1000057,1000,2017-06-29 17:43:03,2017-07-10 17:23:19,22,16642.017,1127.8352,1435.0618,540.8656,NF_SAIDA
3.01.01,000004364_01,1,1000038,1001,2017-06-29 14:32:43,2017-07-11 19:33:54,46,56463.7275,3749.5016,4876.0659,1835.0711,NF_SAIDA
3.01.01,000004365_01,1,1000058,1002,2017-06-30 17:21:29,2017-07-05 12:08:03,16,16117.2696,2718.5258,1239.3838,523.8113,NF_SAIDA
3.01.01,000004366_01,1,1000059,1003,2017-06-30 17:05:03,2017-07-11 18:33:52,35,25177.0327,2809.4294,2069.0033,818.2536,NF_SAIDA
3.01.01,000004367_01,1,1000020,1004,2017-06-29 17:37:56,2017-07-05 11:04:11,15,9334.3348,1070.5332,764.4017,303.3659,NF_SAIDA
3.01.01,000004368_01,1,1000003,1005,2017-06-30 16:52:40,2017-07-20 23:11:50,36,20353.6342,1375.7829,1755.4512,661.4931,NF_SAIDA
3.01.01,000004369_01,1,1000054,1006,2017-06-30 17:22:05,2017-07-04 16:23:44,49,37658.3077,6354.462,2895.6057,1223.895,NF_SAIDA
3.01.01,000004370_01,1,1000020,1007,2017-06-29 17:37:56,2017-07-03 14:27:59,14,9291.7537,1578.8722,713.4415,301.982,NF_SAIDA
3.01.01,000004371_01,1,1000060,1008,2017-06-29 14:38:30,2017-07-05 17:03:08,17,10979.9991,1243.4482,900.631,356.85,NF_SAIDA
3.01.01,000004372_01,1,1000028,1009,2017-06-29 14:28:57,2017-07-07 21:24:44,50,18917.1018,1288.4516,1630.6501,614.8058,NF_SAIDA
3.01.01,000004373_01,1,1000061,1010,2017-06-29 14:38:29,2017-07-07 19:03:09,26,24556.4211,2789.1924,2013.4687,798.0837,NF_SAIDA
3.01.01,000004373_01,2,1000061,1010,2017-06-29 14:38:29,2017-07-07 19:03:09,10,9444.7773,1072.7663,774.411,306.9553,NF_SAIDA
3.01.01,000004373_01,3,1000061,1010,2017-06-29 14:38:29,2017-07-07 19:03:09,26,24556.4211,2789.1924,2013.4687,798.0837,NF_SAIDA
3.01.01,000004374_01,1,1000057,1013,2017-06-29 13:51:46,2017-07-11 15:41:59,36,27211.2082,1824.3652,2348.283,884.3643,NF_SAIDA
3.01.01,000004375_01,1,1000004,1014,2017-07-03 14:32:25,2017-07-13 19:17:30,24,17581.9924,2032.637,1438.3154,571.4148,NF_SAIDA
3.01.01,000004376_01,1,1000062,1015,2017-07-11 21:02:59,2017-07-24 16:41:33,49,21536.1461,1454.5153,1857.5509,699.9247,NF_SAIDA
3.01.01,000004377_01,1,2000009,1016,2017-07-13 20:08:03,2017-07-24 18:43:51,21,41725.7473,4706.5076,3424.2797,1356.0868,NF_SAIDA
3.01.01,000004378_01,1,1000003,1017,2017-07-07 19:02:27,2017-07-14 21:05:24,45,25398.8871,1676.5731,2194.314,825.4638,NF_SAIDA
3.01.01,000004379_01,1,1000051,1018,2017-07-07 19:03:37,2017-07-14 18:13:32,43,24349.0141,1607.1077,2103.6263,791.343,NF_SAIDA
3.01.01,000004380_01,1,1000039,1019,2017-07-07 18:44:45,2017-07-20 19:09:47,36,28640.9696,3254.1266,2348.283,930.8315,NF_SAIDA
3.01.01,000004381_01,1,2000010,1020,2017-07-07 18:23:14,2017-07-17 20:33:40,22,30642.6196,3492.0741,2511.4255,995.8851,NF_SAIDA
3.01.01,000004382_01,1,1000056,1021,2017-07-07 19:02:46,2017-07-20 19:12:16,28,21188.4476,1443.1253,1826.4423,688.6245,NF_SAIDA
3.01.01,000004383_01,1,1000054,1022,2017-07-07 18:49:35,2017-07-20 18:29:31,32,21883.4481,1440.1202,1891.0078,711.2121,NF_SAIDA
3.01.01,000004384_01,1,1000021,1023,2017-07-13 23:12:20,2017-07-19 15:22:13,49,38281.1956,6534.595,2936.5606,1244.1389,NF_SAIDA
3.01.01,000004385_01,1,1000063,1024,2017-07-13 20:44:53,2017-07-21 19:31:58,46,29292.6024,4974.1892,2249.4532,952.0096,NF_SAIDA
3.01.01,000004386_01,1,1000003,1025,2017-07-13 20:33:02,2017-07-27 14:13:38,26,16083.2366,2720.8123,1236.0242,522.7052,NF_SAIDA
3.01.01,000004387_01,1,1000016,1026,2017-07-13 21:12:36,2017-07-29 16:22:27,32,25684.862,1708.311,2217.831,834.758,NF_SAIDA
3.01.01,000004388_01,1,1000052,1027,2017-07-13 20:44:52,2017-07-24 14:52:38,27,16113.3731,1833.5714,1320.8817,523.6846,NF_SAIDA
3.01.01,000004389_01,1,1000047,1028,2017-07-13 20:47:34,2017-07-19 17:06:26,38,39687.4127,4515.5339,3253.3988,1289.8409,NF_SAIDA
3.01.01,000004390_01,1,1000003,1029,2017-07-13 20:52:10,2017-07-20 17:33:07,49,30331.215,5148.1846,2329.4303,985.7645,NF_SAIDA
3.01.01,000004391_01,1,1000064,1030,2017-07-13 20:33:02,2017-07-22 15:11:58,17,17754.8952,2020.1073,1455.4679,577.0341,NF_SAIDA
3.01.01,000004392_01,1,1000058,1031,2017-07-13 20:46:38,2017-07-26 21:22:03,13,11681.2196,794.7402,1006.9993,379.6396,NF_SAIDA
3.01.01,000004392_01,2,1000058,1031,2017-07-13 20:46:38,2017-07-26 21:22:03,14,12579.7749,855.8741,1084.4608,408.8427,NF_SAIDA
3.01.01,000004393_01,1,1000060,1033,2017-07-13 20:46:51,2017-07-19 12:52:22,16,9549.2207,1090.6421,782.4185,310.3497,NF_SAIDA
3.01.01,000004394_01,1,1000016,1034,2017-07-13 20:49:41,2017-07-25 22:21:33,50,42273.4759,4810.115,3465.3609,1373.888,NF_SAIDA
3.01.01,000004395_01,1,1000027,1035,2017-07-13 20:33:02,2017-07-22 03:08:38,36,38199.137,6468.3602,2935.0969,1241.472,NF_SAIDA
3.01.01,000004396_01,1,1000051,1036,2017-07-13 20:37:50,2017-07-20 17:37:41,38,21527.8282,1430.3296,1859.0186,699.6544,NF_SAIDA
3.01.01,000004397_01,1,1000024,1037,2017-07-13 20:46:41,2017-07-21 19:52:15,29,40389.4734,4600.118,3310.5154,1312.6579,NF_SAIDA
3.01.01,000004398_01,1,1000053,1038,2017-07-13 20:14:59,2017-07-31 19:05:54,44,35308.7805,2350.7199,3048.6206,1147.5354,NF_SAIDA
3.01.01,000004399_01,1,1000065,1039,2017-07-13 20:47:33,2017-07-21 19:34:42,18,5969.1627,417.0305,513.5722,193.9978,NF_SAIDA
3.01.01,000004399_01,2,1000065,1039,2017-07-13 20:47:33,2017-07-21 19:34:42,40,13264.8061,926.7345,1141.2716,431.1062,NF_SAIDA
3.01.01,000004400_01,1,1000059,1041,2017-07-13 20:47:38,2017-08-09 20:48:10,41,27706.0299,1865.4129,2390.2571,900.446,NF_SAIDA
3.01.01,000004401_01,1,1000016,1042,2017-07-13 20:33:28,2017-07-28 17:14:56,32,28859.0476,4882.4966,2217.831,937.919,NF_SAIDA
3.01.01,000004402_01,1,1000027,1043,2017-07-20 21:04:12,2017-07-25 22:58:29,46,48840.9545,8296.0729,3750.4015,1587.331,NF_SAIDA
3.01.01,000004403_01,1,1000033,1044,2017-07-20 20:44:32,2017-07-24 17:12:26,35,20887.7059,2376.8519,1712.254,678.8504,NF_SAIDA
3.01.01,000004404_01,1,1000003,1045,2017-07-20 20:39:47,2017-07-27 18:55:49,39,21468.5893,1424.9529,1854.0364,697.7292,NF_SAIDA
3.01.01,000004405_01,1,1000033,1046,2017-07-20 20:44:33,2017-07-28 19:33:11,50,28318.2972,1874.2201,2446.0771,920.3447,NF_SAIDA
3.01.01,000004406_01,1,1000003,1047,2017-07-20 20:39:47,2017-07-27 18:52:30,26,14307.604,945.1798,1236.0242,464.9971,NF_SAIDA
3.01.01,000004407_01,1,1000066,1048,2017-07-20 21:53:48,2017-07-25 22:19:54,35,38992.0831,6596.9316,2996.5515,1267.2427,NF_SAIDA
3.01.01,000004408_01,1,1000064,1049,2017-07-21 18:57:20,2017-07-31 17:26:45,45,47044.4551,5393.546,3852.7091,1528.9448,NF_SAIDA
3.01.01,000004409_01,1,1000022,1050,2017-07-21 19:57:38,2017-07-28 21:03:36,21,16144.8248,2724.2628,1241.402,524.7068,NF_SAIDA
3.01.01,000004410_01,1,1000065,1051,2017-07-21 19:59:29,2017-07-27 18:53:30,23,8581.2986,1486.9074,656.2312,278.8922,NF_SAIDA
3.01.01,000004411_01,1,1000064,1052,2017-07-21 18:57:19,2017-08-01 18:37:43,24,25065.7343,2851.9161,2054.7782,814.6364,NF_SAIDA
3.01.01,000004412_01,1,1000041,1053,2017-07-25 19:32:58,2017-08-01 17:53:01,45,26855.6218,3055.9524,2201.4694,872.8077,NF_SAIDA
3.01.01,000004413_01,1,1000060,1054,2017-07-20 22:07:27,2017-07-22 16:12:18,47,29903.4234,5056.349,2298.3544,971.8613,NF_SAIDA
3.01.01,000004414_01,1,1000067,1055,2017-07-26 11:10:12,2017-07-31 17:37:43,47,46872.1475,5452.0704,3831.3571,1523.3448,NF_SAIDA
3.01.01,000004414_01,2,1000067,1055,2017-07-26 11:10:12,2017-07-31 17:37:43,40,39891.1894,4640.0599,3260.7295,1296.4637,NF_SAIDA
3.01.01,000004415_01,1,1000060,1057,2017-07-25 19:14:24,2017-08-07 17:12:49,30,19099.8425,3240.0077,1467.0347,620.7449,NF_SAIDA
3.01.01,000004416_01,1,1000064,1058,2017-07-25 19:35:45,2017-08-25 19:41:53,17,17754.8952,2020.1073,1455.4679,577.0341,NF_SAIDA
3.01.01,000004417_01,1,1000040,1059,2017-07-26 03:17:56,2017-08-03 19:35:47,43,17192.0511,2031.412,1402.3591,558.7417,NF_SAIDA
3.01.01,000004417_01,2,1000040,1059,2017-07-26 03:17:56,2017-08-03 19:35:47,13,5197.5968,614.1478,423.969,168.9219,NF_SAIDA
3.01.01,000004418_01,1,1000003,1061,2017-07-26 03:23:17,2017-08-04 18:32:37,39,22612.193,2568.5567,1854.0364,734.8963,NF_SAIDA
3.01.01,000004419_01,1,1000068,1062,2017-07-21 22:53:43,2017-08-18 17:57:44,13,9497.1059,616.1362,821.4897,308.6559,NF_SAIDA
3.01.01,000004420_01,1,1000003,1063,2017-07-26 10:44:21,2017-08-03 20:25:27,46,25313.4532,1672.2411,2186.8121,822.6872,NF_SAIDA
3.01.01,000004421_01,1,1000069,1064,2017-07-26 03:16:28,2017-08-29 22:26:04,40,22680.9199,1525.6582,1956.8617,737.1299,NF_SAIDA
3.01.01,000004422_01,1,2000036,1065,2017-07-26 11:14:25,2017-07-31 14:04:10,36,17934.6186,2068.4368,1467.6218,582.8751,NF_SAIDA
3.01.01,000004422_01,2,2000036,1065,2017-07-26 11:14:25,2017-07-31 14:04:10,17,8469.1255,976.7618,693.0436,275.2466,NF_SAIDA
3.01.01,000004423_01,1,1000060,1067,2017-07-25 19:14:24,2017-08-08 10:46:46,10,5664.7054,378.0939,489.0116,184.1029,NF_SAIDA
3.01.01,000004424_01,1,1000032,1068,2017-07-26 04:43:24,2017-07-28 22:27:50,46,29279.3376,4950.7866,2250.391,951.5785,NF_SAIDA
3.01.01,000004425_01,1,1000063,1069,2017-07-26 14:11:12,2017-08-08 19:20:11,28,15857.2701,1054.7577,1369.2324,515.3613,NF_SAIDA
3.01.01,000004426_01,1,1000027,1070,2017-07-26 14:21:38,2017-07-27 16:36:50,48,50932.1827,8624.4802,3913.4625,1655.2959,NF_SAIDA
3.01.01,000004427_01,1,1000070,1071,2017-07-27 16:43:18,2017-07-28 14:26:43,15,12719.4998,2144.9544,978.1455,413.3837,NF_SAIDA
3.01.01,000004427_01,2,1000070,1071,2017-07-27 16:43:18,2017-07-28 14:26:43,21,17807.2998,3002.9361,1369.4036,578.7372,NF_SAIDA
3.01.01,000004428_01,1,1000060,1073,2017-07-26 17:59:36,2017-08-01 21:35:28,27,16114.3098,1840.4586,1320.3312,523.7151,NF_SAIDA
3.01.01,000004429_01,1,1000060,1074,2017-07-26 17:59:36,2017-07-31 18:09:45,28,16697.6602,1895.1478,1369.2324,542.674,NF_SAIDA
3.01.01,000004430_01,1,1000050,1075,2017-07-28 20:36:24,2017-08-09 13:10:31,32,27055.0245,3078.4736,2217.831,879.2883,NF_SAIDA
3.01.01,000004431_01,1,1000060,1076,2017-07-26 17:59:36,2017-08-01 20:34:47,17,10146.0469,1158.8073,831.3197,329.7465,NF_SAIDA
3.01.01,000004432_01,1,1000039,1077,2017-07-26 15:37:47,2017-07-31 19:07:57,42,33387.5127,3769.5292,2739.6635,1085.0942,NF_SAIDA
3.01.01,000004433_01,1,1000071,1078,2017-07-28 20:29:29,2017-08-04 15:02:17,23,19503.2331,3288.93,1499.823,633.8551,NF_SAIDA
3.01.01,000004434_01,1,1000001,1079,2017-07-26 15:25:54,2017-07-27 13:16:28,39,26885.586,4540.1976,2066.9484,873.7815,NF_SAIDA
3.01.01,000004435_01,1,1000061,1080,2017-07-28 16:08:41,2017-08-04 17:04:20,45,38011.3767,4304.2693,3117.9074,1235.3697,NF_SAIDA
3.01.01,000004435_01,2,1000061,1080,2017-07-28 16:08:41,2017-08-04 17:04:20,28,23651.5233,2678.212,1940.0313,768.6745,NF_SAIDA
3.01.01,000004435_01,3,1000061,1080,2017-07-28 16:08:41,2017-08-04 17:04:20,50,42234.863,4782.5214,3464.3416,1372.633,NF_SAIDA
3.01.01,000004435_01,4,1000061,1080,2017-07-28 16:08:41,2017-08-04 17:04:20,30,25340.9178,2869.5128,2078.605,823.5798,NF_SAIDA
3.01.01,000004436_01,1,1000072,1084,2017-07-26 15:37:45,2017-07-31 18:29:56,45,43078.0154,7377.5195,3302.2959,1400.0355,NF_SAIDA
3.01.01,000004437_01,1,1000030,1085,2017-07-31 11:45:54,2017-08-11 19:59:58,47,46601.2822,3099.2216,4023.9406,1514.5417,NF_SAIDA
3.01.01,000004438_01,1,1000053,1086,2017-07-28 16:57:58,2017-07-25 19:32:56,45,40855.5724,7148.465,3117.9074,1327.8061,NF_SAIDA
3.01.01,000004439_01,1,1000026,1087,2017-07-28 16:09:39,2017-08-09 20:36:48,25,11825.8295,807.6477,1019.1818,384.3395,NF_SAIDA
3.01.01,000004440_01,1,1000054,1088,2017-07-26 15:37:46,2017-07-27 22:01:29,50,38426.8446,6484.1449,2954.6997,1248.8725,NF_SAIDA
3.01.01,000004441_01,1,1000063,1089,2017-07-31 18:56:32,2017-08-03 16:43:01,24,15272.8702,2585.0025,1173.6278,496.3683,NF_SAIDA
3.01.01,000004442_01,1,1000047,1090,2017-07-28 20:51:36,2017-08-05 12:34:46,43,47904.5592,8104.8016,3681.4776,1556.8982,NF_SAIDA
3.01.01,000004443_01,1,1000030,1091,2017-08-01 21:05:24,2017-08-07 15:43:27,16,17835.7161,3026.504,1369.8521,579.6608,NF_SAIDA
3.01.01,000004444_01,1,1000027,1092,2017-08-01 20:59:59,2017-08-03 21:06:45,25,26543.997,4508.7353,2038.2617,862.6799,NF_SAIDA
3.01.01,000004445_01,1,1000063,1093,2017-07-31 18:56:31,2017-08-09 20:53:54,28,15867.1879,1064.6755,1369.2324,515.6836,NF_SAIDA
3.01.01,000004446_01,1,2000011,1094,2017-07-26 19:23:46,2017-07-28 19:29:31,41,18398.0689,2137.2204,1504.1285,597.9372,NF_SAIDA
3.01.01,000004447_01,1,1000002,1095,2017-08-01 21:22:10,2017-08-12 12:39:50,17,17662.7276,1178.6284,1524.7792,574.0386,NF_SAIDA
3.01.01,000004448_01,1,1000073,1096,2017-08-03 18:45:41,2017-08-08 21:05:10,41,43477.1953,7335.7518,3343.0835,1413.0088,NF_SAIDA
3.01.01,000004449_01,1,1000034,1097,2017-08-03 21:14:35,2017-08-17 11:10:06,24,17310.6275,1972.8424,1418.7451,562.5954,NF_SAIDA
3.01.01,000004450_01,1,1000074,1098,2017-08-03 19:04:12,2017-08-09 16:57:43,10,4260.1946,734.4646,326.13,138.4563,NF_SAIDA
3.01.01,000004450_01,2,1000074,1098,2017-08-03 19:04:12,2017-08-09 16:57:43,14,5964.2724,1028.2504,456.582,193.8389,NF_SAIDA
3.01.01,000004450_01,3,1000074,1098,2017-08-03 19:04:12,2017-08-09 16:57:43,23,9798.4476,1689.2685,750.0991,318.4495,NF_SAIDA
3.01.01,000004450_01,4,1000074,1098,2017-08-03 19:04:12,2017-08-09 16:57:43,23,9798.4476,1689.2685,750.0991,318.4495,NF_SAIDA
3.01.01,000004451_01,1,1000075,1102,2017-08-03 21:27:31,2017-08-08 18:23:06,15,11930.0225,1355.477,978.1455,387.7257,NF_SAIDA
3.01.01,000004452_01,1,1000020,1103,2017-08-03 21:43:41,2017-08-05 13:37:46,15,9558.9408,1625.7176,733.8231,310.6656,NF_SAIDA
3.01.01,000004452_01,2,1000020,1103,2017-08-03 21:43:41,2017-08-05 13:37:46,21,13382.5171,2276.0047,1027.3524,434.9318,NF_SAIDA
3.01.01,000004453_01,1,1000027,1105,2017-08-04 21:10:38,2017-08-22 20:43:10,46,45806.6149,5261.7334,3750.4015,1488.715,NF_SAIDA
3.01.01,000004454_01,1,1000076,1106,2017-08-01 21:21:44,2017-08-03 16:52:28,26,24410.1528,4127.0013,1876.1915,793.33,NF_SAIDA
3.01.01,000004455_01,1,1000060,1107,2017-08-04 19:12:21,2017-08-14 19:32:47,35,19824.1445,1321.004,1711.5405,644.2847,NF_SAIDA
3.01.01,000004455_01,2,1000060,1107,2017-08-04 19:12:21,2017-08-14 19:32:47,15,8496.0619,566.1446,733.5174,276.122,NF_SAIDA
3.01.01,000004456_01,1,1000059,1109,2017-08-04 20:13:58,2017-08-08 15:20:17,28,21230.3942,3583.1435,1632.3707,689.9878,NF_SAIDA
3.01.01,000004457_01,1,1000003,1110,2017-08-04 19:47:27,2017-08-08 18:58:13,16,9897.3764,1674.3461,760.6303,321.6647,NF_SAIDA
3.01.01,000004458_01,1,1000027,1111,2017-08-10 23:04:42,2017-08-16 19:46:54,45,44764.6157,5101.1447,3668.8711,1454.85,NF_SAIDA
3.01.01,000004459_01,1,2000001,1112,2017-08-03 18:44:32,2017-08-09 19:03:44,43,8954.9618,617.4631,771.2186,291.0363,NF_SAIDA
3.01.01,000004460_01,1,1000065,1113,2017-08-09 19:13:27,2017-08-11 15:04:57,43,15031.6376,1768.2106,1226.867,488.5282,NF_SAIDA
3.01.01,000004460_01,2,1000052,1113,2017-08-09 19:13:27,2017-08-11 15:04:57,29,17304.0253,1966.4605,1418.7247,562.3808,NF_SAIDA
3.01.01,000004460_01,3,1000065,1113,2017-08-09 19:13:27,2017-08-11 15:04:57,22,7690.6053,904.6659,627.6994,249.9447,NF_SAIDA
3.01.01,000004461_01,1,1000017,1116,2017-08-09 20:14:54,2017-08-15 18:37:36,31,14040.9772,1608.1839,1150.0334,456.3318,NF_SAIDA
3.01.01,000004461_01,2,1000017,1116,2017-08-09 20:14:54,2017-08-15 18:37:36,16,7246.956,830.0304,593.5656,235.5261,NF_SAIDA
3.01.01,000004462_01,1,1000077,1118,2017-08-10 19:45:24,2017-08-16 17:14:30,24,19088.7428,3222.032,1467.6707,620.3841,NF_SAIDA
3.01.01,000004463_01,1,1000030,1119,2017-08-10 19:32:32,2017-08-15 18:47:44,15,16720.9839,2837.3475,1284.2364,543.432,NF_SAIDA
3.01.01,000004464_01,1,1000051,1120,2017-08-08 20:44:48,2017-08-22 16:19:32,29,17301.1873,1963.6226,1418.7247,562.2886,NF_SAIDA
3.01.01,000004465_01,1,1000050,1121,2017-08-09 20:06:32,2017-08-11 21:06:08,22,19840.5952,3356.7164,1524.7588,644.8193,NF_SAIDA
3.01.01,000004466_01,1,1000078,1122,2017-08-10 20:38:10,2017-08-14 13:16:47,43,50199.2578,8504.1834,3856.7944,1631.4759,NF_SAIDA
3.01.01,000004467_01,1,1000044,1123,2017-08-09 19:00:22,2017-08-22 17:47:44,15,8954.9421,1021.719,733.8231,291.0356,NF_SAIDA
3.01.01,000004468_01,1,1000003,1124,2017-08-09 20:32:35,2017-08-14 19:39:58,18,10445.0599,1194.1508,855.7091,339.4644,NF_SAIDA
3.01.01,000004469_01,1,1000079,1125,2017-08-09 21:16:32,2017-08-15 18:10:33,46,27470.5399,3152.1266,2249.4532,892.7925,NF_SAIDA
3.01.01,000004470_01,1,1000055,1126,2017-08-04 19:13:46,2017-08-09 18:00:30,45,20120.7648,2271.5086,1651.0562,653.9249,NF_SAIDA
3.01.01,000004471_01,1,1000054,1127,2017-08-10 19:13:41,2017-08-14 16:18:06,27,20750.4961,3501.4382,1595.5379,674.3911,NF_SAIDA
3.01.01,000004472_01,1,1000070,1128,2017-08-11 19:14:07,2017-08-21 20:55:06,30,23846.9299,2697.839,1956.2909,775.0252,NF_SAIDA
3.01.01,000004473_01,1,1000050,1129,2017-08-10 20:27:57,2017-08-17 17:21:54,31,26235.416,3008.1322,2148.5237,852.651,NF_SAIDA
3.01.01,000004474_01,1,1000003,1130,2017-08-14 21:07:51,2017-08-31 15:52:13,35,23500.8439,3970.2654,1806.5785,763.7774,NF_SAIDA
3.01.01,000004475_01,1,1000078,1131,2017-08-14 21:07:39,2017-08-16 17:44:23,37,43194.7102,7317.5532,3318.637,1403.8281,NF_SAIDA
3.01.01,000004475_01,2,1000078,1131,2017-08-14 21:07:39,2017-08-16 17:44:23,22,25683.3412,4350.9776,1973.2436,834.7086,NF_SAIDA
3.01.01,000004476_01,1,1000026,1133,2017-08-15 21:22:16,2017-08-24 20:45:32,24,11940.4338,1362.9793,978.4145,388.0641,NF_SAIDA
3.01.01,000004477_01,1,1000025,1134,2017-08-15 21:42:21,2017-08-22 22:33:40,39,17471.2504,2001.895,1430.9154,567.8156,NF_SAIDA
3.01.01,000004478_01,1,1000080,1135,2017-08-15 16:56:38,2017-08-16 20:32:33,21,21153.5997,3572.3766,1626.2631,687.492,NF_SAIDA
3.01.01,000004478_01,2,1000080,1135,2017-08-15 16:56:38,2017-08-16 20:32:33,33,33241.371,5613.7346,2555.5564,1080.3446,NF_SAIDA
3.01.01,000004479_01,1,1000081,1137,2017-08-15 21:42:22,2017-08-22 18:26:53,38,15205.3813,1807.6072,1239.2941,494.1749,NF_SAIDA
3.01.01,000004479_01,2,1000081,1137,2017-08-15 21:42:22,2017-08-22 18:26:53,33,13204.6732,1569.7641,1076.2291,429.1519,NF_SAIDA
3.01.01,000004480_01,1,1000082,1139,2017-08-23 11:28:23,2017-08-31 17:57:45,48,90833.2835,5921.6802,7854.3233,2952.0817,NF_SAIDA
3.01.01,000004481_01,1,1000034,1140,2017-08-15 21:42:20,2017-08-23 16:55:38,32,21890.9821,1440.6019,1891.6602,711.4569,NF_SAIDA
3.01.01,000004482_01,1,1000060,1141,2017-08-17 19:37:44,2017-08-28 18:35:36,21,13547.9131,1520.409,1112.5441,440.3072,NF_SAIDA
3.01.01,000004483_01,1,1000060,1142,2017-08-14 21:07:37,2017-08-16 18:22:57,43,29631.7176,5003.9711,2278.0666,963.0308,NF_SAIDA
3.01.01,000004483_01,2,1000060,1142,2017-08-14 21:07:37,2017-08-16 18:22:57,25,17227.7428,2909.2855,1324.4573,559.9016,NF_SAIDA
3.01.01,000004483_01,3,1000060,1142,2017-08-14 21:07:37,2017-08-16 18:22:57,35,24118.8399,4072.9997,1854.2402,783.8623,NF_SAIDA
3.01.01,000004484_01,1,1000083,1145,2017-08-17 21:36:54,2017-08-29 18:36:39,27,24250.169,2829.8714,1981.3775,788.1305,NF_SAIDA
3.01.01,000004485_01,1,1000027,1146,2017-08-14 21:07:52,2017-08-23 19:18:03,25,27346.0957,3106.9773,2242.1185,888.7481,NF_SAIDA
